CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,VOTOS_CAND_NREG,VOTOS_VALIDOS,VOTOS_NULOS,VOTOS_TOTAL,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,808,URBANA,B,43,53,90,6,3,12,8,20,2,0,1,0,0,238,0,238,693,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,808,U,,-0.37393729671461745,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,808,URBANA,C01,37,66,95,7,5,5,8,29,2,0,0,0,0,254,10,264,693,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,808,U,,0.03836659168943865,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,808,URBANA,C02,46,65,87,6,6,0,10,18,6,0,2,3,0,249,11,260,692,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,808,U,,-0.2477894203428418,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,809,URBANA,B,44,59,61,2,1,6,4,18,7,0,0,1,0,203,11,214,474,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,809,U,,-0.3310745775533368,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,809,URBANA,C01,36,49,54,4,1,3,5,26,5,0,0,0,0,183,10,193,474,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,809,U,,-0.27900813253001244,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,810,URBANA,B,69,87,92,5,9,7,3,26,12,0,2,1,0,313,12,325,673,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,810,U,,0.17999135369486108,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,810,URBANA,C01,87,76,95,6,1,12,1,22,5,0,1,3,0,309,14,323,672,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,810,U,,-0.13324126423515684,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,811,URBANA,B,91,107,97,12,3,8,2,28,7,0,3,0,0,358,0,358,691,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,811,U,,0.4497630058448199,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,811,URBANA,C01,104,113,74,8,0,12,4,24,7,0,1,0,0,347,9,356,691,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,811,U,,0.40842535469094826,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,812,URBANA,B,65,80,80,3,4,0,3,25,10,0,0,0,0,270,9,279,592,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,812,U,,0.06654290671777334,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,812,URBANA,C01,69,74,76,2,3,11,2,29,3,0,4,1,1,274,12,287,591,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,812,U,,0.05063249260080317,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,812,URBANA,C02,73,67,76,5,1,11,5,29,7,0,1,2,0,277,15,292,591,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,812,U,,-0.06786123473587224,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,B,91,74,72,4,4,5,3,34,4,0,1,2,2,294,14,310,740,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.08602168932493243,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,C01,76,80,75,5,4,3,5,35,6,0,0,1,2,290,9,301,739,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.24844989745648938,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,C02,98,86,82,5,3,5,3,30,4,0,0,0,0,316,11,327,739,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.1549094613913638,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,C03,93,91,71,5,1,2,5,32,1,0,0,0,1,301,14,316,739,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.2905539520420566,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,C04,90,93,70,4,1,6,5,29,9,0,0,0,0,307,11,318,739,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.26497833608272303,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,813,URBANA,C05,101,113,61,4,1,8,6,34,3,0,1,1,0,333,14,347,739,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,813,U,,0.637477810946828,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,814,URBANA,B,56,84,58,2,4,5,0,19,8,0,0,0,0,236,8,244,573,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,814,U,,0.02549427455278408,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,814,URBANA,C01,66,63,81,2,7,6,1,25,4,0,0,1,0,256,9,265,573,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,814,U,,-0.19188192705346918,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,814,URBANA,C02,41,78,75,5,5,14,5,22,6,0,0,0,0,251,7,258,573,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,814,U,,0.05167200655888741,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,815,URBANA,B,68,79,63,1,5,6,7,20,3,0,0,0,0,252,15,267,516,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,815,U,,-0.06803799190583006,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,815,URBANA,C01,59,74,63,2,5,13,6,23,4,0,1,0,0,250,15,265,515,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,815,U,,-0.04706208878825814,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,815,URBANA,C02,57,77,84,5,2,4,5,18,3,0,0,0,0,255,14,269,515,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,815,U,,-0.10479183868043358,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,816,URBANA,B,42,64,51,2,5,2,0,14,4,0,1,3,2,188,5,195,517,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,816,U,,-0.3369026005576431,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,816,URBANA,C01,57,80,82,2,8,7,3,25,6,0,0,0,0,270,10,280,517,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,816,U,,0.09348317272758122,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,817,URBANA,B,40,76,95,5,2,3,2,7,1,0,0,0,0,231,11,242,635,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,817,U,,-0.3033919861808384,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,817,URBANA,C01,57,80,82,2,8,7,3,25,6,0,0,0,1,270,10,281,635,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,817,U,,0.09348317272758122,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,818,URBANA,B,45,65,58,3,1,5,6,10,1,0,0,0,0,194,10,204,563,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,818,U,,-0.41958177229337734,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,818,URBANA,C01,50,67,70,1,2,4,2,19,1,0,0,0,0,216,10,226,563,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,818,U,,-0.20935782645987652,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,819,URBANA,B,57,64,89,0,3,5,2,11,1,0,0,3,0,235,12,247,544,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,819,U,,-0.45310055627669343,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,819,URBANA,C01,41,70,70,1,4,3,3,25,1,0,1,0,0,219,11,230,544,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,819,U,,-0.0026700014410480227,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,819,URBANA,S01,81,52,68,2,2,9,1,12,2,0,1,1,1,231,10,242,0,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,819,U,,-0.6920668160817909,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,820,URBANA,B,84,81,81,4,4,8,5,27,4,0,2,2,0,302,10,312,747,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,820,U,,0.06135311686374452,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,820,URBANA,C01,93,90,81,4,5,9,10,35,4,0,2,5,0,338,16,354,747,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,820,U,,0.34123553837389264,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,821,URBANA,B,70,76,117,5,7,0,4,0,3,0,0,2,0,284,11,295,725,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,821,U,,-0.5576828832691592,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,821,URBANA,C01,52,62,87,4,2,10,1,27,3,0,0,0,0,248,0,248,724,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,821,U,,-0.11594986085468947,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,821,URBANA,C02,63,73,92,0,6,6,4,36,3,0,0,0,0,283,12,295,724,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,821,U,,0.20909922104087586,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,822,URBANA,B,45,81,76,6,2,8,3,20,3,0,3,3,0,250,10,260,627,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,822,U,,0.03942201411001659,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,822,URBANA,C01,30,92,80,6,6,6,1,18,4,0,0,3,0,246,7,253,627,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,822,U,,0.21118211838503548,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,822,URBANA,C02,51,68,72,4,5,8,2,18,4,0,2,0,0,234,11,245,627,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,822,U,,-0.2196169747424982,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,822,URBANA,C03,42,94,87,6,4,4,5,22,1,0,0,0,0,265,11,276,627,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,822,U,,0.2883584032088535,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,823,URBANA,B,95,81,82,2,3,7,3,29,2,0,1,2,1,307,8,316,665,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,823,U,,0.0681002224006991,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,823,URBANA,C01,83,64,71,4,4,14,3,22,8,0,1,3,2,277,17,296,665,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,823,U,,-0.29981157865614694,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,823,URBANA,C02,70,89,71,3,7,9,0,25,4,0,0,0,0,278,14,292,664,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,823,U,,0.18473557603106394,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,824,URBANA,B,46,64,71,2,2,3,1,15,3,0,0,1,1,208,13,222,577,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,824,U,,-0.32847774791232687,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,824,URBANA,C01,40,60,71,2,3,9,6,13,3,0,1,3,0,211,0,211,577,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,824,U,,-0.4120760021807093,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,825,MIXTA,B,67,78,80,0,1,2,2,26,3,0,1,0,0,260,7,267,641,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,825,M,,0.051696084627892575,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,825,MIXTA,C01,48,79,87,4,2,4,3,13,2,0,0,1,0,243,6,249,641,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,825,M,,-0.15395222643285167,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,825,MIXTA,C02,40,85,82,3,1,0,5,15,5,0,1,2,0,239,7,246,641,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,825,M,,0.006798234590343594,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,826,URBANA,B,82,82,89,0,0,8,6,13,4,0,1,1,0,286,8,294,695,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,826,U,,-0.2234382451180616,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,826,URBANA,C01,66,82,83,1,2,7,6,12,8,0,1,5,0,273,9,282,694,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,826,U,,-0.1914526987486661,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,827,URBANA,B,44,72,78,0,1,3,2,14,3,0,3,3,0,223,4,227,590,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,827,U,,-0.22361070210949907,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,827,URBANA,C01,46,81,74,3,0,4,1,13,3,0,3,0,0,228,8,236,590,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,827,U,,-0.11721041869275069,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,827,URBANA,S01,93,81,120,4,4,9,5,20,4,0,2,2,0,344,4,348,0,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,827,U,,-0.12221958194883065,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,828,URBANA,B,69,80,68,1,1,1,2,18,3,0,0,0,0,243,11,254,618,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,828,U,,-0.1001921258386719,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,828,URBANA,C01,59,80,48,2,2,2,2,15,6,0,0,4,0,220,11,231,618,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,828,U,,-0.1322017502770726,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,828,URBANA,C02,73,97,63,2,5,7,4,12,1,0,0,0,2,264,7,273,618,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,828,U,,0.010025127775119547,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,828,URBANA,C03,81,67,73,3,3,4,4,16,4,0,2,1,0,258,8,266,617,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,828,U,,-0.3794363141985426,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,829,URBANA,B,47,78,51,6,0,2,4,14,1,0,1,1,1,205,1,207,495,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,829,U,,-0.14369307815023002,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,829,URBANA,C01,41,87,63,4,3,5,1,15,3,0,2,1,0,225,6,231,495,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,829,U,,0.03343744257676659,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,830,RURAL,B,14,97,97,11,2,3,2,14,1,0,2,4,0,247,8,255,595,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,830,R,,0.252499560897893,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,831,RURAL,B,11,63,30,1,0,0,1,0,0,0,0,0,0,106,1,107,200,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,831,R,,-0.5540422394915447,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,831,RURAL,E01,3,55,54,6,0,0,2,3,0,0,3,0,0,126,4,130,211,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,831,R,,-0.5814439814816723,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,831,RURAL,E02,7,95,64,1,1,0,0,1,0,0,2,1,0,172,1,173,291,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,831,R,,-0.03856926103403663,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,831,RURAL,E03,1,14,35,0,0,0,2,0,1,0,0,0,0,53,2,55,81,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,831,R,,-1.2555320673016854,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,B,57,108,81,4,6,1,6,8,2,0,2,1,0,276,14,290,579,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,0.14136279400092405,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,C01,47,77,91,6,8,3,1,1,2,0,0,0,0,236,5,241,579,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,-0.443331262221917,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,E01,7,46,8,0,0,0,0,0,0,0,0,0,0,61,0,61,107,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,-0.7956294070066572,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,S01,17,33,41,2,2,2,0,4,1,0,0,0,0,102,4,106,0,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,-0.9367686149627549,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,C02,38,81,106,0,0,0,0,10,1,0,0,0,0,236,8,244,578,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,-0.15595510963360337,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,832,MIXTA,E02,17,70,70,2,4,1,2,1,3,0,1,0,0,171,5,176,362,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,832,M,,-0.4473288590169089,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,833,URBANA,B,12,36,38,0,2,0,4,1,2,0,1,2,0,98,1,99,233,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,833,U,,-0.9406057938008121,1,1,1.1
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,834,RURAL,B,33,65,106,4,3,1,3,11,0,0,0,0,1,226,6,233,648,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,834,R,,-0.35727638762844527,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,834,RURAL,E01,0,141,20,1,0,0,0,0,1,0,0,0,0,163,63,226,277,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,834,R,,0.653263534540252,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,834,RURAL,E02,7,136,56,0,3,0,2,2,0,0,1,2,0,209,7,216,410,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,834,R,,0.598463919987988,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,834,RURAL,E03,23,89,69,0,0,2,3,12,1,0,0,0,0,199,6,205,404,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,834,R,,0.05837482538582267,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,835,URBANA,B,32,87,73,6,2,3,2,13,1,0,1,1,0,221,6,227,543,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,835,U,,0.019955270537360098,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,835,URBANA,C01,48,73,70,5,2,6,2,12,2,0,2,0,0,222,6,228,543,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,835,U,,-0.2658674357960189,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,835,URBANA,C02,42,79,55,3,2,2,6,15,2,0,0,2,0,208,5,213,543,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,835,U,,-0.08995705562505536,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,836,URBANA,B,25,102,76,0,5,1,4,17,1,0,2,1,0,234,5,239,642,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,836,U,,0.3561585051791902,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,836,URBANA,C01,20,92,79,0,2,3,3,13,0,0,1,0,0,213,9,222,642,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,836,U,,0.1353825226461944,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,836,URBANA,C02,26,101,92,1,2,2,5,12,3,0,1,1,0,246,3,249,642,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,836,U,,0.22831267305803876,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,837,URBANA,B,38,94,64,4,1,2,9,18,1,0,0,0,0,231,0,231,585,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,837,U,,0.21424859361287663,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,837,URBANA,C01,38,89,66,5,0,4,6,8,2,0,2,0,0,220,12,232,584,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,837,U,,-0.07971811598344772,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,837,URBANA,C02,37,90,61,5,4,7,6,10,2,0,0,1,0,223,7,230,584,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,837,U,,-0.017557240812956926,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,838,URBANA,B,37,86,90,4,2,5,9,20,2,0,1,1,1,257,10,268,567,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,838,U,,0.14137913321394696,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,838,URBANA,C01,39,80,91,2,2,2,4,13,2,0,0,4,0,239,8,247,566,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,838,U,,-0.10864105655299329,1,2,1.2
5,16,MICHOACAN,1,24,ĹZARO ĆRDENAS,50,ĹZARO ĆRDENAS,839,URBANA,B,27,74,96,0,8,4,0,20,0,0,0,0,0,229,0,229,547,ACTA CASILLA,NA,NA,NA,1,24,50,LAZARO CARDENAS,839,U,,-0.0049859816996872044,1,2,1.2
