CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,VOTOS_CAND_NREG_17ene16,VOTOS_VALIDOS_17ene16,VOTOS_NULOS_17ene16,VOTOS_TOTAL_17ene16,LISTA_NOMINAL_17ene16,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
5,6,COLIMA,0,COLIMA,0,,0,EXTRANJERO,M,10,17,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,35,NA,,NA,NA,JE2015L_06_01_0000_1_M_0_2.jpg,NA,NA,NA,,NA,,NA,-1.2189347690560255,1,1,0.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),B,137,151,5,8,5,99,20,2,0,4,0,0,0,0,1,0,0,0,0,0,0,432,6,438,688,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_1_B_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.9558632401263087,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C01,166,141,6,3,1,101,26,1,1,11,0,0,0,0,0,0,1,0,0,0,0,458,6,464,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_1_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.7462895664775877,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C02,131,181,7,5,4,94,19,1,2,3,0,0,0,0,1,1,1,0,0,0,0,450,2,452,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_2_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.3442610900728817,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C03,136,151,11,6,4,103,20,9,1,3,0,0,0,0,1,0,3,0,0,0,0,448,5,453,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_3_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.0974923023102514,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C04,156,155,6,2,2,110,18,2,0,4,0,0,1,0,0,0,1,0,0,0,0,457,2,459,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_4_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.8018598846400677,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C05,136,166,3,4,6,118,18,2,1,1,0,0,0,0,0,0,1,0,0,0,0,456,5,461,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_5_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.0642543677093061,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C06,128,156,8,5,4,112,30,4,0,3,0,0,0,0,3,1,1,0,1,0,0,456,3,459,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_6_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.2550115699701503,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,2,URBANO(A),B,79,96,1,1,4,60,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,252,2,254,392,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0002_1_B_0_2.jpg,1,6,1,COLIMA,2,U,NA,-0.02719449515832406,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,2,URBANO(A),C01,75,86,2,3,5,56,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,240,3,243,392,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,6,1,COLIMA,2,U,NA,-0.10252444531033406,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),B,123,85,6,1,9,53,14,6,1,2,1,0,1,0,5,0,1,0,0,0,0,308,7,315,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,0.04035270492663817,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),C01,118,74,6,2,5,64,18,1,1,4,0,2,2,0,4,0,2,0,0,0,0,303,9,312,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,-0.1423047807812799,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),C02,127,109,7,0,4,43,15,2,0,3,0,0,0,0,2,1,2,0,0,0,0,315,11,326,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,0.19435992984086997,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,4,URBANO(A),B,177,148,3,5,2,91,36,5,0,10,1,1,0,0,0,0,1,0,0,0,0,480,4,484,679,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,4,U,NA,1.1118974263102972,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,5,URBANO(A),B,135,111,10,8,3,66,8,4,0,2,2,0,0,0,0,0,0,0,0,0,0,349,6,355,547,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,5,U,NA,0.1812028938938537,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),B,102,140,3,4,2,92,11,1,0,3,0,0,1,0,0,0,2,0,0,0,0,361,3,364,572,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0006_1_B_0_2.jpg,1,6,1,COLIMA,6,U,NA,0.6617442821795607,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),C01,134,115,2,2,3,81,13,1,1,5,1,0,0,0,1,0,0,0,0,0,0,359,2,361,571,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0006_1_C_0_2.jpg,1,6,1,COLIMA,6,U,NA,0.20890569390736585,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),C02,151,129,2,4,1,84,11,2,0,8,0,2,1,0,0,0,0,0,0,0,1,395,5,401,571,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,6,1,COLIMA,6,U,NA,0.41360654418793646,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,7,URBANO(A),B,87,64,0,2,3,50,21,2,1,6,0,1,0,0,0,0,1,0,0,0,1,238,4,243,395,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0007_1_B_0_2.jpg,1,2,1,COLIMA,7,U,NA,-0.24106682362542162,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,7,URBANO(A),C01,99,89,5,0,2,38,8,0,2,2,0,3,0,0,0,1,2,0,0,0,0,251,4,255,395,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0007_1_C_0_2.jpg,1,2,1,COLIMA,7,U,NA,-0.19023685837115323,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,8,URBANO(A),B,129,128,5,2,1,81,20,1,0,9,0,0,0,0,1,0,3,0,0,0,0,380,6,386,550,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0008_1_B_0_2.jpg,1,2,1,COLIMA,8,U,NA,0.5858242550152839,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,8,URBANO(A),C01,117,118,6,0,1,79,24,5,0,3,0,2,0,0,0,0,1,0,0,0,0,356,6,362,550,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0008_1_C_0_2.jpg,1,2,1,COLIMA,8,U,NA,0.48876403734850893,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,9,URBANO(A),B,82,107,2,1,1,76,13,2,0,5,0,2,1,0,2,0,1,0,0,0,1,295,3,299,447,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0009_1_B_0_2.jpg,1,2,1,COLIMA,9,U,NA,0.3008888142895659,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,9,URBANO(A),C01,99,104,5,2,3,60,14,3,1,2,0,0,0,0,0,0,2,0,0,0,0,295,7,302,446,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,9,U,NA,0.1755155109559972,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,10,URBANO(A),B,117,120,19,2,9,52,8,4,1,2,0,1,0,1,3,2,2,0,0,0,2,343,9,354,584,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0010_1_B_0_2.jpg,1,2,1,COLIMA,10,U,NA,0.48187242231711325,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,10,URBANO(A),C01,127,89,11,2,6,68,8,4,2,5,0,2,1,0,3,1,1,0,0,0,1,330,7,338,584,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,10,U,NA,-0.03191076999753051,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,11,URBANO(A),B,122,145,5,5,2,72,14,1,2,7,0,0,1,0,2,1,1,0,0,0,2,380,7,389,584,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0011_1_B_0_2.jpg,1,2,1,COLIMA,11,U,NA,0.8194441764374087,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,12,URBANO(A),B,75,98,2,1,6,73,12,2,0,1,0,0,0,0,2,0,0,0,0,0,0,272,0,272,397,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0012_1_B_0_2.jpg,1,6,1,COLIMA,12,U,NA,0.12941772900342924,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,12,URBANO(A),C01,76,87,5,2,0,74,8,3,0,4,0,0,0,0,2,2,0,0,0,0,0,263,3,266,397,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0012_1_C_0_2.jpg,1,6,1,COLIMA,12,U,NA,-0.07710537787994415,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,13,URBANO(A),B,156,151,7,2,4,114,25,3,1,5,0,0,0,0,2,0,0,0,0,0,1,470,4,475,712,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0013_1_B_0_2.jpg,1,6,1,COLIMA,13,U,NA,0.9137750940032352,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,13,URBANO(A),C01,139,180,6,2,5,129,26,5,1,2,0,0,1,0,0,0,1,0,0,0,1,497,2,500,712,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0013_1_C_0_2.jpg,1,6,1,COLIMA,13,U,NA,1.4349075079016036,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,14,URBANO(A),B,111,81,10,3,5,41,20,2,0,6,0,0,0,0,1,0,2,0,0,0,0,282,6,288,453,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0014_1_B_0_2.jpg,1,2,1,COLIMA,14,U,NA,-0.021820209278355207,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,14,URBANO(A),C01,107,84,10,2,3,40,18,2,0,6,1,1,0,0,2,1,2,0,0,0,0,279,11,290,453,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0014_1_C_0_2.jpg,1,2,1,COLIMA,14,U,NA,0.02165666496419777,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,15,URBANO(A),B,118,94,3,1,3,38,13,4,0,10,1,2,0,0,2,0,3,0,0,0,1,292,4,297,493,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0015_1_B_0_2.jpg,1,2,1,COLIMA,15,U,NA,0.16343410607057285,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,16,URBANO(A),B,106,156,9,2,3,76,25,3,0,11,0,1,1,0,0,1,2,0,0,0,0,396,7,403,635,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0016_1_B_0_2.jpg,1,2,1,COLIMA,16,U,NA,1.277195574609253,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,17,URBANO(A),B,150,123,5,3,6,84,20,4,1,12,0,2,0,0,4,0,2,0,0,0,2,416,11,429,686,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0017_1_B_0_2.jpg,1,2,1,COLIMA,17,U,NA,0.7008179786407949,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,18,URBANO(A),B,114,104,1,4,0,58,8,3,1,5,0,0,1,0,2,2,2,0,0,0,0,305,4,309,448,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0018_1_B_0_2.jpg,1,2,1,COLIMA,18,U,NA,0.14000588280643195,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,18,URBANO(A),C01,110,95,1,4,3,55,22,7,1,3,0,0,0,0,1,0,1,0,0,0,0,303,5,308,447,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0018_1_C_0_2.jpg,1,2,1,COLIMA,18,U,NA,0.25605932903104117,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,19,URBANO(A),B,99,131,2,4,5,71,20,2,0,3,1,0,1,0,1,0,1,0,0,0,0,341,6,347,475,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0019_1_B_0_2.jpg,1,2,1,COLIMA,19,U,NA,0.753755350058757,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,19,URBANO(A),C01,111,104,10,5,4,72,21,3,0,12,0,1,0,0,1,1,0,0,0,0,1,345,2,348,475,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0019_1_C_0_2.jpg,1,2,1,COLIMA,19,U,NA,0.4651792655554244,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,20,URBANO(A),B,98,128,0,2,0,60,20,1,0,5,0,0,1,0,0,0,1,0,0,0,1,316,5,322,494,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0020_1_B_0_2.jpg,1,1,1,COLIMA,20,U,NA,0.585194191471518,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,20,URBANO(A),C01,106,112,4,0,7,82,15,0,0,6,0,0,0,0,1,0,1,0,0,0,0,334,3,337,493,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0020_1_C_0_2.jpg,1,1,1,COLIMA,20,U,NA,0.31130838052912235,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,21,URBANO(A),B,143,114,2,1,4,79,8,3,0,4,1,0,0,0,1,0,1,0,0,0,1,361,3,365,536,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0021_1_B_0_2.jpg,1,1,1,COLIMA,21,U,NA,0.13236764223382552,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,21,URBANO(A),C01,133,95,4,3,2,95,15,1,0,5,0,3,0,0,1,0,1,0,0,0,0,358,6,364,536,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0021_1_C_0_2.jpg,1,1,1,COLIMA,21,U,NA,-0.012777332123775575,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,22,URBANO(A),B,95,69,4,2,5,49,5,1,0,2,0,1,0,0,0,0,1,0,0,0,0,234,2,236,415,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,6,1,COLIMA,22,U,NA,-0.4849458933301682,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,22,URBANO(A),C01,78,67,5,2,8,58,11,3,1,4,1,0,0,0,1,1,0,0,1,0,0,241,1,242,414,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,6,1,COLIMA,22,U,NA,-0.21887077995181659,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,23,URBANO(A),B,143,86,5,2,15,71,12,1,0,4,0,0,0,0,2,0,2,0,0,0,0,343,8,351,674,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0023_1_B_0_2.jpg,1,3,1,COLIMA,23,U,NA,-0.07645940587368444,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,23,URBANO(A),C01,137,94,5,2,10,78,5,4,1,3,3,0,1,0,3,1,0,0,0,0,0,347,5,352,673,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0023_1_C_0_2.jpg,1,3,1,COLIMA,23,U,NA,-0.005572620034492437,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,23,URBANO(A),C02,130,87,6,3,10,66,5,2,3,6,0,0,0,0,4,0,0,0,0,0,0,322,6,328,673,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0023_2_C_0_2.jpg,1,3,1,COLIMA,23,U,NA,-0.13081345290812246,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),B,158,88,11,2,24,73,10,1,1,3,0,0,0,0,0,2,1,0,0,0,0,374,12,386,667,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0024_1_B_0_2.jpg,1,3,1,COLIMA,24,U,NA,-0.021948810310302658,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),C01,174,88,5,2,12,58,4,2,1,1,0,0,0,0,1,2,0,0,0,0,0,350,6,356,667,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0024_1_C_0_2.jpg,1,3,1,COLIMA,24,U,NA,-0.35400176905618824,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),C02,135,83,1,3,13,70,6,1,2,5,1,0,1,0,1,0,1,0,0,0,0,323,5,328,667,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0024_2_C_0_2.jpg,1,3,1,COLIMA,24,U,NA,-0.18454947543329703,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),C03,137,90,5,5,17,83,4,2,0,2,0,0,0,0,3,0,0,0,0,0,0,348,8,356,667,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0024_3_C_0_2.jpg,1,3,1,COLIMA,24,U,NA,-0.06436596195375738,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),C04,158,87,6,1,20,69,6,0,1,2,0,1,1,0,0,2,1,0,0,0,0,355,11,366,667,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0024_4_C_0_2.jpg,1,3,1,COLIMA,24,U,NA,-0.17887413152994336,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,24,URBANO(A),C05,171,93,5,2,15,60,5,3,0,2,2,0,0,0,0,2,0,0,0,0,0,360,11,371,666,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,3,1,COLIMA,24,U,NA,-0.15696710684522064,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,25,URBANO(A),B,132,87,2,2,8,48,11,4,0,2,0,2,0,0,3,0,1,0,0,0,0,302,7,309,531,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0025_1_B_0_2.jpg,1,2,1,COLIMA,25,U,NA,-0.07875517749130945,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,25,URBANO(A),C01,116,100,9,1,4,56,12,1,1,0,0,2,0,0,2,2,0,0,0,0,0,306,7,313,531,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0025_1_C_0_2.jpg,1,2,1,COLIMA,25,U,NA,0.014463991909417107,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,26,URBANO(A),B,114,85,4,1,1,47,12,2,0,5,0,1,0,0,1,0,0,0,0,0,0,273,5,278,451,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0026_1_B_0_2.jpg,1,2,1,COLIMA,26,U,NA,-0.21196325645792724,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,26,URBANO(A),C01,126,81,6,0,0,52,10,1,1,5,0,1,0,0,4,1,1,0,0,0,0,289,3,292,451,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,26,U,NA,-0.3192787529793327,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,27,URBANO(A),B,92,64,3,1,5,57,18,1,0,2,1,2,0,0,1,0,1,0,0,0,0,248,5,253,384,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,2,1,COLIMA,27,U,NA,-0.3248095873882452,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,27,URBANO(A),C01,92,63,4,2,3,55,12,4,0,3,0,0,0,0,1,0,1,0,0,0,0,240,4,244,384,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,27,U,NA,-0.4091583366258296,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,28,URBANO(A),B,101,107,4,3,0,67,29,2,1,2,0,1,1,0,0,0,1,0,0,0,0,319,8,327,512,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,28,U,NA,0.4019427593233416,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,28,URBANO(A),S01,297,244,17,12,10,104,35,4,2,4,0,1,0,0,5,1,2,0,0,0,0,738,16,754,0,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0028_1_S_0_2.jpg,1,2,1,COLIMA,28,U,NA,2.336269218583654,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,29,URBANO(A),B,118,166,4,2,5,99,30,4,0,7,1,2,1,0,1,0,2,0,1,0,0,443,10,453,695,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,29,U,NA,1.4987340911459535,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,30,URBANO(A),B,113,92,4,1,11,39,12,1,0,3,0,2,0,0,0,0,1,0,0,0,0,279,7,286,469,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,30,U,NA,0.009563221044270542,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,31,URBANO(A),B,116,81,3,4,2,50,25,3,0,2,0,2,3,0,2,0,3,0,0,0,1,296,8,305,487,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0031_1_B_0_2.jpg,1,2,1,COLIMA,31,U,NA,0.07325733382868199,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,31,URBANO(A),C01,135,81,2,3,3,47,28,3,0,5,0,1,0,0,1,0,2,0,0,0,0,311,6,317,487,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,31,U,NA,0.009274202055388314,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,32,URBANO(A),B,129,129,13,1,6,54,13,3,1,6,0,1,0,0,1,0,1,0,0,0,0,358,12,370,611,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,1,1,COLIMA,32,U,NA,0.5395940026027772,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,32,URBANO(A),C01,114,113,8,4,5,42,17,4,0,7,0,3,0,0,3,2,0,0,0,0,0,322,11,333,610,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0032_1_C_0_2.jpg,1,1,1,COLIMA,32,U,NA,0.551988504546089,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,33,URBANO(A),B,155,160,7,4,6,78,22,5,1,3,0,0,1,0,1,0,0,0,0,0,0,443,6,449,677,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0033_1_B_0_2.jpg,1,1,1,COLIMA,33,U,NA,1.0809595635054976,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,33,URBANO(A),C01,159,172,5,1,3,84,32,6,1,5,1,0,0,0,0,0,3,0,0,0,0,472,7,479,677,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,1,1,COLIMA,33,U,NA,1.389451828527304,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,34,URBANO(A),B,107,148,7,5,5,88,15,5,0,6,1,1,3,0,3,0,0,0,0,0,0,394,5,399,565,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,1,1,COLIMA,34,U,NA,1.0925674533760998,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,34,URBANO(A),C01,125,128,9,6,6,88,26,1,0,7,0,3,0,0,0,1,1,0,0,0,0,401,6,407,565,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0034_1_C_0_2.jpg,1,1,1,COLIMA,34,U,NA,0.8093415766837306,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,35,URBANO(A),B,177,117,7,3,4,47,22,5,2,4,0,2,0,0,1,0,1,0,0,0,0,392,6,398,644,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0035_1_B_0_2.jpg,1,1,1,COLIMA,35,U,NA,0.36172889536907227,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,35,URBANO(A),C01,154,91,8,1,8,61,6,2,0,8,1,1,0,0,0,0,1,0,0,0,0,342,18,360,644,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,1,1,COLIMA,35,U,NA,-0.1816275096998971,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,36,URBANO(A),B,173,95,9,6,6,58,7,3,0,2,0,0,1,0,0,0,1,0,0,0,0,361,9,370,682,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0036_1_B_0_2.jpg,1,1,1,COLIMA,36,U,NA,-0.20871228520414603,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,36,URBANO(A),C01,168,73,8,2,6,61,13,4,1,5,0,1,0,0,0,0,0,0,0,0,0,342,8,350,682,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0036_1_C_0_2.jpg,1,1,1,COLIMA,36,U,NA,-0.4400403044366369,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,37,URBANO(A),B,178,92,5,3,20,66,4,3,2,6,0,1,0,0,2,2,0,0,0,0,0,384,2,386,714,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,3,1,COLIMA,37,U,NA,-0.045509504034381976,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,37,URBANO(A),C01,176,86,11,0,14,58,11,1,2,4,0,1,0,0,2,1,1,0,0,0,0,368,11,379,714,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0037_1_C_0_2.jpg,1,3,1,COLIMA,37,U,NA,-0.23259811502061534,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,37,URBANO(A),C02,158,108,11,2,14,67,9,1,0,3,1,0,0,0,1,0,0,0,0,0,0,375,6,381,714,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0037_2_C_0_2.jpg,1,3,1,COLIMA,37,U,NA,0.09807815464029329,1,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,38,URBANO(A),B,97,79,4,2,4,49,10,2,0,3,0,2,1,0,3,0,0,0,0,1,0,257,3,260,444,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,2,1,COLIMA,38,U,NA,-0.16971856180591,1,1,1.1
