CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,VOTOS_CAND_NREG_17ene16,VOTOS_VALIDOS_17ene16,VOTOS_NULOS_17ene16,VOTOS_TOTAL_17ene16,LISTA_NOMINAL_17ene16,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,312,URBANO(A),C02,179,123,10,2,14,14,8,1,2,2,0,2,0,0,2,0,0,0,0,0,1,359,11,371,662,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0312_2_C_0_2.jpg,2,15,10,TECOMAN,312,U,NA,0.25241051564691513,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,312,URBANO(A),C03,156,116,5,1,9,12,7,6,0,1,0,1,0,0,2,0,0,0,0,0,0,316,7,323,662,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,312,U,NA,0.19928477877502176,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,312,URBANO(A),C04,174,113,6,3,7,6,5,3,2,0,1,1,0,0,3,1,1,0,0,0,0,326,15,341,662,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,312,U,NA,0.04297748206464441,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,313,URBANO(A),B,114,83,7,1,2,16,8,4,0,2,1,0,0,0,3,0,0,0,0,0,0,241,4,245,479,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0313_1_B_0_2.jpg,2,15,10,TECOMAN,313,U,NA,-0.2581935088704338,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,313,URBANO(A),C01,129,94,3,1,4,17,2,3,0,3,0,1,0,0,1,0,0,0,0,0,0,258,6,264,479,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0313_1_C_0_2.jpg,2,15,10,TECOMAN,313,U,NA,-0.24058126957609682,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,314,URBANO(A),B,142,114,3,10,7,34,8,6,1,4,0,1,1,0,0,3,1,0,0,0,0,335,10,345,635,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,314,U,NA,0.42647069171807944,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,314,URBANO(A),C01,140,126,1,15,7,42,2,2,1,3,1,0,0,0,3,0,1,1,0,0,0,345,7,352,634,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0314_1_C_0_2.jpg,2,15,10,TECOMAN,314,U,NA,0.4956595218078958,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,315,URBANO(A),B,137,101,4,5,3,44,9,4,0,2,0,1,0,0,3,0,0,0,0,0,0,313,11,324,582,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,315,U,NA,0.024434121203156578,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,315,URBANO(A),C01,142,137,2,0,2,33,6,3,0,0,0,1,0,0,1,0,1,0,0,0,0,328,4,332,581,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0315_1_C_0_2.jpg,2,15,10,TECOMAN,315,U,NA,0.34578236414859437,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,315,URBANO(A),C02,136,116,1,1,2,32,11,3,0,2,0,0,1,0,4,0,0,0,0,0,0,309,6,315,581,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,315,U,NA,0.2009504868488809,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,315,URBANO(A),C03,125,134,7,4,3,36,5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,320,4,324,581,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0315_3_C_0_2.jpg,2,15,10,TECOMAN,315,U,NA,0.3892471993566447,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,MIXTO(A),B,141,121,4,4,2,19,6,6,0,1,0,0,1,0,1,0,0,0,0,0,1,306,4,311,655,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0316_1_B_0_2.jpg,2,15,10,TECOMAN,316,M,NA,0.23479440692458692,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,MIXTO(A),C01,134,106,7,6,4,15,6,1,0,3,1,1,0,0,2,3,1,0,0,0,0,290,14,304,655,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,15,10,TECOMAN,316,M,NA,0.10388209957559441,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,MIXTO(A),C02,135,111,5,12,2,15,7,4,0,5,0,0,1,0,2,0,1,0,0,0,0,300,15,315,655,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_VR.pdf,2,15,10,TECOMAN,316,M,NA,0.2862264882256249,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,MIXTO(A),C03,130,122,2,4,0,16,8,4,0,0,0,1,0,0,3,1,1,0,0,0,1,292,10,303,654,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0316_3_C_0_2.jpg,2,15,10,TECOMAN,316,M,NA,0.28806078386293044,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,316,MIXTO(A),C04,149,120,1,11,3,10,10,5,0,5,0,0,0,0,2,0,1,0,0,0,1,317,11,329,654,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_VR.pdf,2,15,10,TECOMAN,316,M,NA,0.4260130851657511,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,317,MIXTO(A),B,122,122,2,6,2,11,0,1,0,3,1,1,0,0,2,0,0,0,1,0,0,274,4,278,453,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0317_1_B_0_2.jpg,2,16,10,TECOMAN,317,M,NA,0.21930935168442872,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,317,MIXTO(A),C01,112,119,2,8,2,7,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,256,7,263,452,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0317_1_C_0_2.jpg,2,16,10,TECOMAN,317,M,NA,0.19986281675278633,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,318,URBANO(A),B,115,104,3,7,7,7,3,0,0,0,1,1,0,0,6,1,0,0,0,0,0,255,6,261,477,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0318_1_B_0_2.jpg,2,16,10,TECOMAN,318,U,NA,0.10096013384219449,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,318,URBANO(A),C01,104,119,1,20,3,3,2,1,0,3,1,0,0,0,3,0,0,0,0,0,0,260,4,264,477,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,318,U,NA,0.474968768251215,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,319,MIXTO(A),B,129,132,0,3,4,10,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,287,6,293,515,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,319,M,NA,0.35144179958945454,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,319,MIXTO(A),C01,107,137,2,7,7,9,1,2,1,4,0,1,0,0,2,0,0,0,0,0,0,280,6,286,514,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0319_1_C_0_2.jpg,2,16,10,TECOMAN,319,M,NA,0.6067881190983533,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,320,RURAL,B,121,100,0,20,3,7,3,1,1,2,0,0,0,0,3,0,1,0,0,0,0,262,6,268,407,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0320_1_B_0_2.jpg,2,16,10,TECOMAN,320,R,NA,0.13265666122270764,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,320,RURAL,C01,115,113,2,15,2,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,255,4,259,406,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0320_1_C_0_2.jpg,2,16,10,TECOMAN,320,R,NA,0.18286860196771265,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,321,RURAL,B,160,120,2,3,1,13,2,5,0,1,1,0,0,0,1,1,0,0,0,0,0,310,4,314,505,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0321_1_B_0_2.jpg,2,16,10,TECOMAN,321,R,NA,0.05889606578812617,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,321,RURAL,C01,167,118,1,2,3,4,4,0,0,5,0,0,0,0,3,0,1,0,0,0,0,308,9,317,505,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0321_1_C_0_2.jpg,2,16,10,TECOMAN,321,R,NA,0.015868628491390258,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,321,RURAL,C02,157,128,2,3,4,12,3,3,0,1,0,1,0,0,2,0,1,0,0,0,0,317,2,319,505,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0321_2_C_0_2.jpg,2,16,10,TECOMAN,321,R,NA,0.22025251228608217,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,322,URBANO(A),B,137,80,2,10,1,10,75,1,1,0,0,0,0,0,2,0,0,0,1,0,0,320,4,324,500,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0322_1_B_0_2.jpg,2,15,10,TECOMAN,322,U,NA,0.6339008420995986,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,323,MIXTO(A),B,79,74,2,3,3,11,7,2,0,2,0,1,0,0,3,0,0,0,0,0,0,187,5,192,380,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0323_1_B_0_2.jpg,2,15,10,TECOMAN,323,M,NA,-0.28914341070973626,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,323,MIXTO(A),C01,87,53,0,1,2,10,6,0,0,2,0,2,0,0,4,0,2,0,1,0,0,170,5,175,380,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0323_1_C_0_2.jpg,2,15,10,TECOMAN,323,M,NA,-0.6599410603964745,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,324,URBANO(A),B,118,129,5,2,0,16,23,5,1,1,0,0,0,0,6,1,3,0,0,0,0,310,17,327,632,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0324_1_B_0_2.jpg,2,15,10,TECOMAN,324,U,NA,0.7254504339984751,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,324,URBANO(A),C01,138,143,2,6,0,15,16,3,1,3,0,0,1,0,9,0,3,0,0,0,0,340,14,354,631,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0324_1_C_0_2.jpg,2,15,10,TECOMAN,324,U,NA,0.8543637275747069,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,325,MIXTO(A),B,187,116,3,4,1,24,16,0,0,2,0,1,0,0,1,0,0,0,0,0,0,355,3,358,600,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0325_1_B_0_2.jpg,2,16,10,TECOMAN,325,M,NA,0.023534816560992988,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,326,URBANO(A),B,102,50,6,3,12,17,31,2,0,2,0,2,1,0,1,0,4,0,1,0,0,234,4,238,408,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0326_1_B_0_2.jpg,2,16,10,TECOMAN,326,U,NA,-0.1565494868243909,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,326,URBANO(A),C01,93,54,1,3,3,11,27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,194,4,198,408,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0326_1_C_0_2.jpg,2,16,10,TECOMAN,326,U,NA,-0.44009233000263837,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,327,RURAL,B,92,103,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,202,5,207,316,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0327_1_B_0_2.jpg,2,16,10,TECOMAN,327,R,NA,-0.13665738437492236,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,328,RURAL,B,282,168,6,1,3,15,8,3,0,3,0,0,0,0,3,1,0,0,0,0,0,493,4,497,711,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0328_1_B_0_2.jpg,2,15,10,TECOMAN,328,R,NA,0.4594591631111122,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,329,MIXTO(A),B,174,117,3,38,5,4,13,2,0,4,0,0,0,0,8,1,0,1,0,0,0,370,13,383,681,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0329_1_B_0_2.jpg,2,16,10,TECOMAN,329,M,NA,0.8012577685932982,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,329,MIXTO(A),C01,181,99,2,47,3,9,13,8,0,1,0,0,0,0,10,0,2,0,0,0,0,375,10,385,680,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,329,M,NA,0.7290145023101438,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,329,MIXTO(A),C02,158,100,1,47,5,13,14,8,0,1,0,0,0,0,9,0,0,0,1,0,0,357,6,363,680,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0329_2_C_0_2.jpg,2,16,10,TECOMAN,329,M,NA,0.8364745083259904,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,330,RURAL,B,50,33,1,9,4,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,113,1,114,157,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0330_1_B_0_2.jpg,2,16,10,TECOMAN,330,R,NA,-0.775396260002305,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,331,RURAL,B,53,65,0,0,1,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,126,3,129,188,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0331_1_B_0_2.jpg,2,16,10,TECOMAN,331,R,NA,-0.57545167109244,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,332,RURAL,B,85,96,0,2,0,6,4,1,0,2,0,0,0,0,2,0,0,0,0,0,0,198,2,200,314,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0332_1_B_0_2.jpg,2,16,10,TECOMAN,332,R,NA,-0.1361997778225939,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,333,RURAL,B,61,106,1,1,12,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,187,0,187,257,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0333_1_B_0_2.jpg,2,16,10,TECOMAN,333,R,NA,0.17778333507662614,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,334,MIXTO(A),B,104,101,2,14,13,10,16,2,0,2,1,0,0,0,3,1,0,0,0,0,0,269,17,286,637,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0334_1_B_0_2.jpg,2,16,10,TECOMAN,334,M,NA,0.49686375390143517,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,334,MIXTO(A),C01,109,114,1,24,8,10,16,4,0,4,0,1,0,0,2,0,1,1,0,1,0,296,7,303,637,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0334_1_C_0_2.jpg,2,16,10,TECOMAN,334,M,NA,0.8388868419410602,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,334,MIXTO(A),C02,109,106,4,22,19,10,18,0,0,3,1,0,0,0,4,1,1,0,0,0,0,298,8,306,637,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0334_2_C_0_2.jpg,2,16,10,TECOMAN,334,M,NA,0.7963170111966531,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,335,URBANO(A),B,96,69,1,10,21,9,14,0,1,3,0,0,0,0,2,1,0,0,0,0,0,227,8,235,541,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,335,U,NA,0.014909559427243257,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,335,URBANO(A),C01,96,74,1,9,29,15,16,5,0,1,1,0,0,0,3,0,0,0,0,0,0,250,10,260,541,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0335_1_C_0_2.jpg,2,16,10,TECOMAN,335,U,NA,0.3194283057230627,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,335,URBANO(A),C02,83,82,1,10,17,14,14,1,0,1,0,0,0,0,4,2,0,0,0,0,0,229,7,236,541,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,335,U,NA,0.2306161835316461,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,336,MIXTO(A),B,75,104,4,15,4,12,11,2,0,6,0,1,0,1,2,1,0,0,0,0,0,238,6,244,521,RECUENTO(SRA),NA,NA,JE2015L_06_02_9_GPO3.pdf,2,16,10,TECOMAN,336,M,NA,0.5045019944740416,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,336,MIXTO(A),C01,93,102,1,8,6,13,18,4,1,3,1,1,0,0,0,0,0,0,0,0,0,251,6,257,520,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0336_1_C_0_2.jpg,2,16,10,TECOMAN,336,M,NA,0.39765614353946743,1,1,2.1
5,6,COLIMA,2,MANZANILLO,10,TECOMAN,336,MIXTO(A),C02,120,93,3,13,6,7,18,1,1,3,1,1,0,0,3,1,1,0,0,1,0,273,3,276,520,ACTA DE CASILLA,NA,NA,JE2015L_06_02_0336_2_C_0_2.jpg,2,16,10,TECOMAN,336,M,NA,0.27105453004335406,1,1,2.1
5,6,COLIMA,0,COLIMA,0,,0,EXTRANJERO,M,10,17,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,35,NA,,NA,NA,JE2015L_06_01_0000_1_M_0_2.jpg,NA,NA,NA,,NA,,NA,-1.2189347690560255,2,1,0.1
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),B,137,151,5,8,5,99,20,2,0,4,0,0,0,0,1,0,0,0,0,0,0,432,6,438,688,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_1_B_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.9558632401263087,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C01,166,141,6,3,1,101,26,1,1,11,0,0,0,0,0,0,1,0,0,0,0,458,6,464,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_1_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.7462895664775877,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C02,131,181,7,5,4,94,19,1,2,3,0,0,0,0,1,1,1,0,0,0,0,450,2,452,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_2_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.3442610900728817,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C03,136,151,11,6,4,103,20,9,1,3,0,0,0,0,1,0,3,0,0,0,0,448,5,453,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_3_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.0974923023102514,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C04,156,155,6,2,2,110,18,2,0,4,0,0,1,0,0,0,1,0,0,0,0,457,2,459,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_4_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,0.8018598846400677,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C05,136,166,3,4,6,118,18,2,1,1,0,0,0,0,0,0,1,0,0,0,0,456,5,461,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_5_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.0642543677093061,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,1,URBANO(A),C06,128,156,8,5,4,112,30,4,0,3,0,0,0,0,3,1,1,0,1,0,0,456,3,459,687,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0001_6_C_0_2.jpg,1,6,1,COLIMA,1,U,NA,1.2550115699701503,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,2,URBANO(A),B,79,96,1,1,4,60,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,252,2,254,392,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0002_1_B_0_2.jpg,1,6,1,COLIMA,2,U,NA,-0.02719449515832406,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,2,URBANO(A),C01,75,86,2,3,5,56,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,240,3,243,392,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,6,1,COLIMA,2,U,NA,-0.10252444531033406,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),B,123,85,6,1,9,53,14,6,1,2,1,0,1,0,5,0,1,0,0,0,0,308,7,315,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,0.04035270492663817,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),C01,118,74,6,2,5,64,18,1,1,4,0,2,2,0,4,0,2,0,0,0,0,303,9,312,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,-0.1423047807812799,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,3,URBANO(A),C02,127,109,7,0,4,43,15,2,0,3,0,0,0,0,2,1,2,0,0,0,0,315,11,326,529,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,3,U,NA,0.19435992984086997,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,4,URBANO(A),B,177,148,3,5,2,91,36,5,0,10,1,1,0,0,0,0,1,0,0,0,0,480,4,484,679,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,4,U,NA,1.1118974263102972,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,5,URBANO(A),B,135,111,10,8,3,66,8,4,0,2,2,0,0,0,0,0,0,0,0,0,0,349,6,355,547,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,5,U,NA,0.1812028938938537,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),B,102,140,3,4,2,92,11,1,0,3,0,0,1,0,0,0,2,0,0,0,0,361,3,364,572,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0006_1_B_0_2.jpg,1,6,1,COLIMA,6,U,NA,0.6617442821795607,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),C01,134,115,2,2,3,81,13,1,1,5,1,0,0,0,1,0,0,0,0,0,0,359,2,361,571,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0006_1_C_0_2.jpg,1,6,1,COLIMA,6,U,NA,0.20890569390736585,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,6,URBANO(A),C02,151,129,2,4,1,84,11,2,0,8,0,2,1,0,0,0,0,0,0,0,1,395,5,401,571,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_VR.pdf,1,6,1,COLIMA,6,U,NA,0.41360654418793646,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,7,URBANO(A),B,87,64,0,2,3,50,21,2,1,6,0,1,0,0,0,0,1,0,0,0,1,238,4,243,395,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0007_1_B_0_2.jpg,1,2,1,COLIMA,7,U,NA,-0.24106682362542162,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,7,URBANO(A),C01,99,89,5,0,2,38,8,0,2,2,0,3,0,0,0,1,2,0,0,0,0,251,4,255,395,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0007_1_C_0_2.jpg,1,2,1,COLIMA,7,U,NA,-0.19023685837115323,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,8,URBANO(A),B,129,128,5,2,1,81,20,1,0,9,0,0,0,0,1,0,3,0,0,0,0,380,6,386,550,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0008_1_B_0_2.jpg,1,2,1,COLIMA,8,U,NA,0.5858242550152839,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,8,URBANO(A),C01,117,118,6,0,1,79,24,5,0,3,0,2,0,0,0,0,1,0,0,0,0,356,6,362,550,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0008_1_C_0_2.jpg,1,2,1,COLIMA,8,U,NA,0.48876403734850893,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,9,URBANO(A),B,82,107,2,1,1,76,13,2,0,5,0,2,1,0,2,0,1,0,0,0,1,295,3,299,447,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0009_1_B_0_2.jpg,1,2,1,COLIMA,9,U,NA,0.3008888142895659,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,9,URBANO(A),C01,99,104,5,2,3,60,14,3,1,2,0,0,0,0,0,0,2,0,0,0,0,295,7,302,446,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,9,U,NA,0.1755155109559972,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,10,URBANO(A),B,117,120,19,2,9,52,8,4,1,2,0,1,0,1,3,2,2,0,0,0,2,343,9,354,584,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0010_1_B_0_2.jpg,1,2,1,COLIMA,10,U,NA,0.48187242231711325,2,2,1.2
5,6,COLIMA,1,COLIMA,1,COLIMA,10,URBANO(A),C01,127,89,11,2,6,68,8,4,2,5,0,2,1,0,3,1,1,0,0,0,1,330,7,338,584,RECUENTO(SRA),NA,NA,JE2015L_06_01_9_GPO1.pdf,1,2,1,COLIMA,10,U,NA,-0.03191076999753051,2,1,1.1
5,6,COLIMA,1,COLIMA,1,COLIMA,11,URBANO(A),B,122,145,5,5,2,72,14,1,2,7,0,0,1,0,2,1,1,0,0,0,2,380,7,389,584,ACTA DE CASILLA,NA,NA,JE2015L_06_01_0011_1_B_0_2.jpg,1,2,1,COLIMA,11,U,NA,0.8194441764374087,2,2,1.2
