CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,VOTOS_CAND_NREG,VOTOS_VALIDOS,VOTOS_NULOS,VOTOS_TOTAL,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,140,MIXTO(A),C05,31,104,11,6,4,8,108,49,0,0,11,1,0,7,7,0,347,3,350,726,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,140,M,NA,2.6814417701678224,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,470,MIXTO(A),C10,14,116,30,15,6,5,104,30,1,0,4,0,0,4,1,0,330,5,335,724,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,470,M,NA,2.628769339669737,1,1,4.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,446,MIXTO(A),B,16,53,34,49,51,29,43,47,3,2,6,1,0,1,1,0,336,30,366,615,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,446,M,NA,1.4312720258035676,1,1,4.1
2,32,ZACATECAS,3,16,RIO GRANDE,40,RIO GRANDE,1195,URBANO(A),C01,4,85,6,22,1,7,33,18,0,0,0,0,0,0,0,0,176,0,176,398,ACTA CASILLA,NA,NA,NA,3,16,39,RIO GRANDE,1195,U,NA,0.6219609387816825,1,1,3.1
2,32,ZACATECAS,2,7,FRESNILLO,51,VALPARAISO,1525,URBANO(A),B,15,182,49,1,4,0,83,30,5,3,2,0,0,2,3,0,379,9,388,606,GRUPO DE RECUENTO,NA,NA,NA,2,7,49,VALPARAISO,1525,U,NA,2.9883560801151594,1,1,2.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1097,MIXTO(A),B,10,127,18,15,3,1,258,22,0,0,0,0,0,0,1,0,455,13,468,639,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1097,M,NA,6.057845195074487,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,137,MIXTO(A),C02,23,90,9,9,0,4,91,34,2,0,1,0,0,2,4,0,269,9,278,601,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,137,M,NA,1.8410560497026787,1,1,1.1
2,32,ZACATECAS,3,16,RIO GRANDE,40,RIO GRANDE,1210,URBANO(A),B,44,98,34,3,2,1,155,18,4,1,1,0,0,1,3,0,365,9,374,649,ACTA CASILLA,NA,NA,NA,3,16,39,RIO GRANDE,1210,U,NA,3.200720500208519,1,1,3.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,448,MIXTO(A),B,10,53,24,44,29,29,27,33,4,2,4,2,0,0,0,0,261,12,273,436,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,448,M,NA,0.7863877299354707,1,1,4.1
2,32,ZACATECAS,1,17,SOMBRERETE,43,SOMBRERETE,1342,RURAL,B,24,48,34,5,4,2,18,30,3,3,0,0,0,1,0,0,172,7,179,378,ACTA CASILLA,NA,NA,NA,1,17,42,SOMBRERETE,1342,R,NA,-0.4183293840618275,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1791,URBANO(A),C01,15,94,25,6,3,4,173,27,1,0,3,1,0,5,10,3,367,12,382,682,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1791,U,NA,3.762905846450397,1,1,3.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,149,URBANO(A),C01,57,97,4,4,3,1,105,17,4,2,0,0,0,5,3,0,302,3,305,570,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,149,U,NA,2.1632192829683516,1,1,1.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,147,URBANO(A),B,23,48,6,5,3,3,55,28,1,0,3,0,0,1,6,0,182,13,195,401,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,147,U,NA,0.49617861578432493,1,1,1.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,449,RURAL,B,9,79,63,89,126,47,29,24,2,1,14,8,1,0,0,0,492,19,511,733,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,449,R,NA,3.0644756913472224,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,141,URBANO(A),B,17,70,7,6,1,2,88,30,3,3,1,1,0,4,3,0,236,4,240,455,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,141,U,NA,1.5438865249905833,1,1,1.1
2,32,ZACATECAS,3,18,JUAN ALDAMA,21,JUAN ALDAMA,719,MIXTO(A),C01,9,104,4,63,3,3,72,50,0,2,3,0,0,0,1,0,314,11,325,552,ACTA CASILLA,NA,NA,NA,3,18,22,JUAN ALDAMA,719,M,NA,1.7958369330007307,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,511,RURAL,B,2,116,16,7,6,2,73,8,0,0,0,0,0,0,1,0,231,5,236,399,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,511,R,NA,1.9359245879642417,1,1,4.1
2,32,ZACATECAS,2,10,JEREZ,19,JEREZ,614,URBANO(A),B,85,93,13,6,10,7,51,21,2,0,0,0,0,4,4,0,296,6,302,517,ACTA CASILLA,NA,NA,NA,2,10,20,JEREZ,614,U,NA,0.9680499883953237,1,1,2.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,512,RURAL,B,8,99,61,3,9,2,33,3,3,0,3,0,0,0,2,0,226,8,234,391,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,512,R,NA,0.7132412895821614,1,1,4.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,450,URBANO(A),B,6,35,32,51,67,57,60,36,1,0,0,1,1,2,0,0,349,16,365,577,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,450,U,NA,2.13569628913214,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,154,URBANO(A),C01,23,82,8,4,7,3,156,44,4,1,0,0,0,3,5,0,340,6,346,715,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,154,U,NA,3.2308558424781157,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,512,RURAL,C01,10,109,37,2,7,2,41,6,1,0,1,0,0,2,1,0,219,7,226,391,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,512,R,NA,1.0592421965262935,1,1,4.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1791,URBANO(A),B,10,136,19,13,6,2,154,12,0,0,0,0,0,9,10,0,371,4,375,682,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1791,U,NA,3.9724429722450805,1,1,3.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1097,MIXTO(A),C01,12,162,18,4,4,1,247,14,1,0,1,0,1,2,4,0,471,17,488,638,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1097,M,NA,6.3770258366837185,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,513,URBANO(A),B,9,215,40,11,16,4,101,47,0,0,0,0,0,3,3,0,449,11,460,716,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,513,U,NA,4.109964794071921,1,1,4.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,451,MIXTO(A),B,7,29,63,53,77,38,64,43,1,1,5,0,3,4,1,0,389,14,403,625,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,451,M,NA,1.9954882027431933,1,1,4.1
2,32,ZACATECAS,3,18,JUAN ALDAMA,21,JUAN ALDAMA,720,URBANO(A),C01,11,82,0,48,3,2,51,31,0,1,1,0,0,1,0,0,231,6,237,422,ACTA CASILLA,NA,NA,NA,3,18,22,JUAN ALDAMA,720,U,NA,0.9526896647591219,1,1,3.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,142,URBANO(A),B,17,46,10,1,1,3,75,28,1,0,2,0,0,1,4,0,189,4,193,420,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,142,U,NA,0.865796542197058,1,1,1.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,149,URBANO(A),B,44,98,21,3,1,2,107,28,5,0,1,0,0,2,4,1,316,7,324,570,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,149,U,NA,2.1751682173938374,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,514,MIXTO(A),B,3,109,13,17,10,6,87,26,0,0,0,0,0,0,0,0,271,9,280,484,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,514,M,NA,2.2641928241886005,1,1,4.1
2,32,ZACATECAS,3,18,JUAN ALDAMA,21,JUAN ALDAMA,721,URBANO(A),C01,8,90,7,64,7,1,59,31,0,0,3,0,0,2,2,0,274,11,285,473,ACTA CASILLA,NA,NA,NA,3,18,22,JUAN ALDAMA,721,U,NA,1.2944198643818732,1,1,3.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,452,MIXTO(A),C01,4,45,36,31,61,17,59,9,2,4,18,4,0,0,0,1,290,3,294,427,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,452,M,NA,1.9236582563023477,1,1,4.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,453,URBANO(A),B,11,52,42,31,57,17,115,13,2,1,7,1,0,1,0,0,350,14,364,532,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,453,U,NA,2.8959523317851974,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,137,MIXTO(A),C03,17,70,15,7,6,4,84,37,4,0,2,0,0,6,4,0,256,4,260,601,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,137,M,NA,1.4860122656039672,1,1,1.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,150,URBANO(A),B,31,74,16,3,1,6,107,27,2,1,0,0,0,3,7,0,278,7,285,449,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,150,U,NA,1.945819003293093,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,514,MIXTO(A),C01,6,115,28,17,11,3,59,32,0,0,4,0,0,0,1,0,276,10,286,484,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,514,M,NA,1.7105445924109637,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1887,URBANO(A),C01,13,67,12,4,3,5,102,12,2,0,1,0,0,1,9,0,231,8,239,450,GRUPO DE RECUENTO,NA,NA,NA,4,4,17,GUADALUPE,1887,U,NA,1.820409582856017,1,1,4.1
2,32,ZACATECAS,1,17,SOMBRERETE,9,CHALCHIHUITES,134,RURAL,B,6,95,28,10,0,0,26,7,0,0,0,0,0,1,1,0,174,0,174,250,GRUPO DE RECUENTO,NA,NA,NA,1,17,9,CHALCHIHUITES,134,R,NA,0.41788198243836655,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1791,URBANO(A),C02,21,95,26,6,1,3,187,27,1,0,1,0,1,7,5,0,381,9,390,682,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1791,U,NA,3.9858494303195995,1,1,3.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,454,RURAL,B,7,51,14,12,85,18,35,32,0,0,14,1,1,2,2,0,274,5,279,404,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,454,R,NA,1.783967581968123,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,515,RURAL,B,0,171,16,7,12,2,17,3,4,0,8,0,0,0,0,1,240,2,243,378,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,515,R,NA,1.7383028977483497,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,2,APULCO,17,MIXTO(A),C01,18,120,4,79,4,1,96,26,0,0,0,0,0,3,1,0,352,14,366,572,ACTA CASILLA,NA,NA,NA,2,13,2,APULCO,17,M,NA,2.4410424955332264,1,1,2.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,151,URBANO(A),B,22,80,18,13,11,3,109,16,0,0,3,0,0,5,5,0,285,7,292,508,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,151,U,NA,2.244967333136935,1,1,1.1
2,32,ZACATECAS,3,18,JUAN ALDAMA,21,JUAN ALDAMA,722,URBANO(A),B,11,146,10,55,4,8,124,53,1,0,2,0,0,0,3,0,417,20,437,735,ACTA CASILLA,NA,NA,NA,3,18,22,JUAN ALDAMA,722,U,NA,3.579220065398249,1,1,3.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,155,URBANO(A),C01,17,126,14,11,11,4,82,44,0,0,0,1,2,0,8,2,320,4,326,617,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,155,U,NA,2.3892689389267754,1,1,1.1
2,32,ZACATECAS,3,4,GUADALUPE,52,VETAGRANDE,1602,MIXTO(A),B,11,147,34,15,1,2,89,5,4,0,2,0,0,3,1,0,314,5,319,414,GRUPO DE RECUENTO,NA,NA,NA,3,4,50,VETAGRANDE,1602,M,NA,2.601945204906845,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,515,RURAL,C01,3,137,26,4,5,4,23,7,1,2,8,0,0,0,0,0,220,6,226,377,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,515,R,NA,1.2808727662409045,1,1,4.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,172,URBANO(A),B,11,77,4,1,0,1,73,39,2,0,1,0,0,0,5,0,214,7,221,461,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,172,U,NA,1.2641404433683652,1,1,1.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,150,URBANO(A),C01,38,74,16,7,3,2,113,21,3,1,1,0,0,5,9,0,293,4,297,449,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,150,U,NA,2.0352452805657824,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1792,URBANO(A),B,13,87,6,6,5,2,114,19,0,1,0,0,0,1,0,0,254,7,261,514,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1792,U,NA,2.395153718426133,1,1,3.1
2,32,ZACATECAS,4,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,455,MIXTO(A),B,9,89,79,45,68,48,51,14,3,1,1,2,0,1,2,3,413,11,427,682,ACTA CASILLA,NA,NA,NA,4,8,16,GENERAL PANFILO NATERA,455,U,NA,2.483691478919983,1,1,4.1
