CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,VOTOS_CAND_NREG,VOTOS_VALIDOS,VOTOS_NULOS,VOTOS_TOTAL,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1818,URBANO(A),C01,34,144,13,5,7,1,93,9,7,3,1,0,0,5,1,0,323,9,332,460,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1818,U,NA,2.732700963726894,1,1,3.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1736,RURAL,B,1,101,69,1,5,4,6,2,3,11,1,5,0,0,0,0,209,8,217,417,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1736,R,NA,0.32875633243853336,1,1,2.1
2,32,ZACATECAS,2,13,JALPA,17,HUANUSCO,552,URBANO(A),B,90,96,15,0,6,2,21,13,14,1,1,1,0,0,1,0,261,7,268,459,ACTA CASILLA,NA,NA,NA,2,13,18,HUANUSCO,552,U,NA,0.202207175258951,1,1,2.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,524,MIXTO(A),C02,8,131,49,19,5,4,187,14,1,0,4,0,0,1,3,0,426,15,441,614,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,524,M,NA,4.597319034416794,1,1,4.1
2,32,ZACATECAS,1,17,SOMBRERETE,20,JIM?EZ DEL TEUL,708,MIXTO(A),B,19,217,15,10,4,11,96,17,8,2,0,1,0,0,1,0,401,8,409,531,GRUPO DE RECUENTO,NA,NA,NA,1,17,21,JIMENEZ DEL TEUL,708,M,NA,4.024062598579402,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1819,URBANO(A),C01,22,93,31,5,6,6,113,15,2,1,3,0,0,8,3,0,308,6,314,542,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1819,U,NA,2.46207472439532,1,1,3.1
2,32,ZACATECAS,4,8,OJOCALIENTE,50,TRANCOSO,529,URBANO(A),C01,8,132,63,14,10,8,75,31,4,0,0,0,0,2,2,0,349,10,359,526,ACTA CASILLA,NA,NA,NA,4,8,57,TRANCOSO,529,U,NA,2.1778528000342376,1,1,4.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1738,RURAL,B,2,88,160,4,0,7,6,4,12,4,1,2,0,0,0,0,290,7,297,426,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1738,R,NA,-0.3864487914059035,1,1,2.1
2,32,ZACATECAS,1,17,SOMBRERETE,43,SOMBRERETE,1289,MIXTO(A),B,96,54,19,15,5,3,53,46,13,1,0,0,0,0,5,0,310,13,323,503,GRUPO DE RECUENTO,NA,NA,NA,1,17,42,SOMBRERETE,1289,M,NA,0.2123906095766851,1,1,1.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,257,RURAL,B,14,88,13,7,2,7,47,42,0,0,0,0,0,0,1,2,221,8,231,377,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,257,R,NA,0.9312561550892213,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,546,RURAL,B,6,93,7,9,8,2,15,8,0,2,6,1,0,0,1,0,158,1,159,249,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,546,R,NA,0.5028126390817067,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,523,URBANO(A),B,2,149,44,5,7,2,130,15,0,2,4,2,0,4,0,0,366,7,373,519,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,523,U,NA,3.7197894049830933,1,1,4.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1733,MIXTO(A),B,2,60,26,2,10,9,30,8,1,6,0,1,0,0,0,0,155,7,162,311,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1733,M,NA,0.3872692557259567,1,1,2.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,171,URBANO(A),B,15,67,11,15,4,7,83,25,0,0,0,0,0,0,7,0,234,7,241,500,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,171,U,NA,1.4377791299907086,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,523,URBANO(A),C01,2,136,51,11,7,2,127,16,0,6,4,0,0,1,1,0,364,11,375,518,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,523,U,NA,3.4654946384667813,1,1,4.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1761,RURAL,B,4,16,43,2,2,5,3,5,4,0,0,2,0,0,0,0,86,1,87,152,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1761,R,NA,-1.1931866961052544,1,1,2.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1734,MIXTO(A),B,13,197,74,0,6,8,40,14,11,11,0,0,0,0,0,0,374,18,392,708,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1734,M,NA,2.4143177220536978,1,1,2.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1818,URBANO(A),B,44,123,24,8,4,1,98,12,3,2,0,0,0,6,2,1,327,6,334,460,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1818,U,NA,2.3948401906177157,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,524,MIXTO(A),B,5,126,62,17,11,1,183,13,0,1,1,0,0,1,1,0,422,2,424,614,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,524,M,NA,4.4194178100795805,1,1,4.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1101,RURAL,B,6,80,17,1,1,1,54,4,0,0,0,0,0,0,0,0,164,9,173,262,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1101,R,NA,0.8729406283632991,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,229,URBANO(A),B,22,119,18,18,8,3,223,37,2,0,1,0,0,4,0,0,455,15,470,743,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,229,U,NA,5.2443752317996175,1,1,1.1
2,32,ZACATECAS,2,13,JALPA,10,EL PLATEADO DE JOAQUIN AMARO,435,RURAL,B,1,51,26,0,0,0,1,1,2,0,0,0,0,0,0,0,82,1,83,134,ACTA CASILLA,NA,NA,NA,2,13,15,EL PLATEADO DE JOAQUIN AMARO,435,R,NA,-0.7728032997892862,1,1,2.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,139,URBANO(A),C02,21,84,13,9,9,17,121,41,0,3,3,0,0,7,9,0,337,9,346,698,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,139,U,NA,2.812976402204599,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1892,URBANO(A),B,17,102,31,4,3,7,145,26,4,0,0,0,0,10,8,0,357,10,367,653,GRUPO DE RECUENTO,NA,NA,NA,4,4,17,GUADALUPE,1892,U,NA,3.217826976812517,1,1,4.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1819,URBANO(A),B,23,62,13,10,6,3,123,18,1,1,1,0,0,7,5,0,273,5,278,543,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1819,U,NA,2.201518837141908,1,1,3.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1103,RURAL,B,1,90,4,4,2,0,32,2,0,0,1,0,0,1,0,0,137,3,140,175,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1103,R,NA,0.6169036193875922,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,17,HUANUSCO,552,URBANO(A),C01,90,97,17,0,1,0,26,10,9,0,2,0,0,0,1,0,253,8,261,458,ACTA CASILLA,NA,NA,NA,2,13,18,HUANUSCO,552,U,NA,0.21676110893195832,1,1,2.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,549,MIXTO(A),B,0,0,0,13,0,0,119,26,45,100,0,0,0,8,11,0,322,3,325,733,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,549,M,NA,2.4920896352394806,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,549,MIXTO(A),C02,18,74,26,7,6,1,127,29,3,1,0,0,0,14,10,0,316,4,320,733,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,549,M,NA,2.390453782799949,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,17,HUANUSCO,554,MIXTO(A),B,88,163,21,0,9,1,43,12,7,1,2,0,0,0,2,0,349,4,353,529,ACTA CASILLA,NA,NA,NA,2,13,18,HUANUSCO,554,M,NA,1.7292320320163637,1,1,2.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,140,MIXTO(A),C03,22,81,18,5,6,6,116,50,1,0,9,0,0,5,7,0,326,9,335,727,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,140,M,NA,2.469881552531373,1,1,1.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1104,RURAL,B,2,108,1,3,8,0,28,2,0,0,0,0,0,0,0,0,152,4,156,221,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1104,R,NA,0.8811362675221269,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,34,NOCHISTLAN DE MEJIA,1011,RURAL,B,7,18,7,14,3,2,5,7,0,0,0,0,0,1,0,0,64,0,64,112,ACTA CASILLA,NA,NA,NA,2,13,34,NOCHISTLAN DE MEJIA,1011,R,NA,-1.0548047357471018,1,1,2.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,549,MIXTO(A),C04,23,76,20,6,14,2,117,28,2,2,0,0,0,13,0,1,303,4,308,732,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,549,M,NA,2.3582794402260934,1,1,4.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1820,URBANO(A),C02,17,83,21,5,4,0,158,21,0,0,0,0,0,6,4,0,319,6,325,643,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1820,U,NA,3.1745229903119316,1,1,3.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1105,RURAL,B,0,107,3,3,2,1,45,1,0,0,0,0,0,0,0,0,162,4,166,209,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1105,R,NA,1.1633307998629232,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1883,URBANO(A),C01,7,40,20,9,1,2,102,16,3,1,4,0,0,6,2,0,213,3,216,432,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1883,U,NA,1.390212605775253,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,140,MIXTO(A),C04,32,103,14,5,5,2,105,42,3,2,7,2,0,7,9,0,338,14,352,727,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,140,M,NA,2.4871604861268084,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1820,URBANO(A),C04,18,91,33,2,8,5,141,23,1,0,0,0,0,10,6,0,338,5,343,642,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1820,U,NA,3.010220069261041,1,1,3.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1740,RURAL,C01,19,76,62,3,17,30,42,16,7,13,0,0,1,2,1,0,289,11,300,447,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1740,R,NA,1.2164965232663154,1,1,2.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,264,URBANO(A),B,15,118,10,20,5,7,146,86,1,0,0,0,0,3,5,0,416,12,428,718,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,264,M,NA,3.597338498133454,1,1,1.1
2,32,ZACATECAS,4,8,OJOCALIENTE,50,TRANCOSO,531,URBANO(A),B,8,100,66,18,7,2,96,27,4,2,2,0,0,3,4,0,339,14,353,513,ACTA CASILLA,NA,NA,NA,4,8,57,TRANCOSO,531,U,NA,2.072420186038677,1,1,4.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1737,RURAL,B,2,52,76,6,6,6,36,3,7,2,2,2,0,1,0,0,201,14,215,333,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1737,R,NA,0.09000337765743072,1,1,2.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1820,URBANO(A),C03,18,72,21,5,1,3,148,29,0,1,1,0,0,8,13,0,320,9,329,643,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1820,U,NA,2.8171752649890824,1,1,3.1
2,32,ZACATECAS,1,17,SOMBRERETE,20,JIM?EZ DEL TEUL,717,RURAL,B,6,63,18,4,5,2,20,0,0,0,0,0,0,0,0,0,118,5,123,175,ACTA CASILLA,NA,NA,NA,1,17,21,JIMENEZ DEL TEUL,717,R,NA,-0.054896864421307236,1,1,1.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,267,MIXTO(A),B,15,106,3,16,13,10,103,50,3,1,1,0,0,3,2,0,326,1,327,566,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,267,M,NA,2.6876951520489403,1,1,1.1
2,32,ZACATECAS,4,3,GUADALUPE,16,GUADALUPE,510,URBANO(A),B,13,91,30,18,7,3,99,16,5,1,3,1,1,13,8,0,309,18,327,666,GRUPO DE RECUENTO,NA,NA,NA,4,3,17,GUADALUPE,510,U,NA,2.14911091681317,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1883,URBANO(A),B,5,67,18,5,8,2,90,10,0,0,0,0,0,2,6,0,213,3,216,433,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1883,U,NA,1.5861432586771032,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,17,HUANUSCO,556,RURAL,B,16,44,3,0,2,1,31,2,0,0,0,0,0,2,0,0,101,4,105,155,ACTA CASILLA,NA,NA,NA,2,13,18,HUANUSCO,556,R,NA,-0.1422918802457188,1,1,2.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1112,RURAL,B,3,148,12,13,4,4,106,4,0,0,0,0,0,2,0,0,296,12,308,449,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1112,R,NA,3.1486695739775694,1,1,4.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,267,MIXTO(A),C01,9,110,10,14,9,10,93,55,0,1,2,0,0,1,1,0,315,10,325,566,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,267,M,NA,2.4904837326680154,1,1,1.1
2,32,ZACATECAS,1,17,SOMBRERETE,43,SOMBRERETE,1291,MIXTO(A),C01,61,38,44,12,8,8,51,44,14,4,1,1,0,0,3,0,289,10,299,519,GRUPO DE RECUENTO,NA,NA,NA,1,17,42,SOMBRERETE,1291,M,NA,0.15389832568080508,1,1,1.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1106,RURAL,B,0,157,13,2,9,3,130,33,0,1,0,0,0,1,1,0,350,10,360,512,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1106,R,NA,3.8909314847488483,1,1,4.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,267,MIXTO(A),C02,7,93,17,14,13,4,104,50,0,0,4,0,0,4,0,0,310,3,313,566,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,267,M,NA,2.4444302374254665,1,1,1.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,179,URBANO(A),B,50,96,11,3,5,1,100,15,4,2,1,0,0,6,8,0,302,6,308,512,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,179,U,NA,2.0837510959548995,1,1,1.1
2,32,ZACATECAS,3,18,JUAN ALDAMA,21,JUAN ALDAMA,727,URBANO(A),C01,14,65,0,51,7,6,62,34,0,1,3,0,1,0,0,0,244,14,258,437,ACTA CASILLA,NA,NA,NA,3,18,22,JUAN ALDAMA,727,U,NA,1.093411683444919,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1884,URBANO(A),B,9,70,19,3,7,1,107,14,2,1,0,0,0,3,3,0,239,0,239,413,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1884,U,NA,1.9647920232099134,1,1,4.1
2,32,ZACATECAS,2,13,JALPA,17,HUANUSCO,557,RURAL,B,32,90,6,2,4,0,23,8,3,1,1,0,0,0,0,0,170,4,174,280,ACTA CASILLA,NA,NA,NA,2,13,18,HUANUSCO,557,R,NA,0.3436276633479486,1,1,2.1
2,32,ZACATECAS,4,8,OJOCALIENTE,36,OJOCALIENTE,1041,MIXTO(A),C02,13,110,17,28,8,8,95,44,0,4,1,1,1,0,6,0,336,8,344,611,ACTA CASILLA,NA,NA,NA,2,8,36,OJOCALIENTE,1041,U,NA,2.512234208823794,1,1,4.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,180,URBANO(A),B,18,70,5,9,2,3,81,33,1,1,1,0,0,6,2,0,232,6,238,443,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,180,U,NA,1.3857208545738957,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1884,URBANO(A),C01,13,62,13,4,7,1,106,15,1,1,0,0,0,6,6,0,235,8,243,413,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1884,U,NA,1.8329726723627753,1,1,4.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1106,RURAL,C01,2,176,11,4,5,2,141,31,0,0,0,0,0,4,1,0,377,10,387,512,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1106,R,NA,4.326820144945989,1,1,4.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,279,RURAL,C01,8,146,19,5,8,0,37,11,2,0,3,0,0,0,0,0,239,4,243,412,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,279,R,NA,1.6057734692140375,1,1,1.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1744,RURAL,B,2,54,119,2,3,34,21,9,6,2,0,3,1,0,1,0,257,12,269,423,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1744,R,NA,0.025233203060898067,1,1,2.1
2,32,ZACATECAS,2,11,VILLANUEVA,8,CUAUHT?OC,107,MIXTO(A),B,10,65,32,42,11,5,41,47,5,0,1,0,0,1,2,0,262,8,270,385,ACTA CASILLA,NA,NA,NA,2,11,8,CUAUHTEMOC,107,M,NA,0.507485016881013,1,1,2.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,282,RURAL,C01,7,150,19,12,4,8,50,64,3,1,3,1,0,4,0,0,326,17,343,545,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,282,R,NA,2.040441988855145,1,1,1.1
2,32,ZACATECAS,4,15,PINOS,39,PINOS,1109,RURAL,B,3,203,16,11,1,3,105,16,1,1,5,1,0,1,0,0,367,20,387,632,ACTA CASILLA,NA,NA,NA,4,15,38,PINOS,1109,R,NA,3.9801324179630404,1,1,4.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1821,URBANO(A),C01,15,83,15,7,10,1,107,17,2,0,1,0,0,3,7,0,268,11,279,523,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1821,U,NA,2.1981108866086534,1,1,3.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,294,RURAL,B,10,152,10,13,4,4,101,29,1,0,1,0,1,2,4,0,332,16,348,523,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,294,R,NA,3.1090096699320595,1,1,1.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1748,RURAL,B,9,107,99,2,3,20,17,4,5,2,0,4,0,0,0,0,272,5,277,411,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1748,R,NA,0.5699301801113366,1,1,2.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,283,RURAL,B,6,51,11,18,3,4,41,94,3,0,0,1,0,4,2,0,238,6,244,332,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,283,R,NA,0.2533308904311511,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1888,URBANO(A),B,17,85,20,7,1,1,148,6,2,0,0,0,0,4,3,0,294,3,297,530,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1888,U,NA,2.952205600558503,1,1,4.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,143,URBANO(A),B,23,112,15,7,4,2,137,46,0,0,1,0,0,6,5,0,358,9,367,680,GRUPO DE RECUENTO,NA,NA,NA,1,5,10,FRESNILLO,143,U,NA,3.1948361514596915,1,1,1.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,286,RURAL,B,3,34,5,5,0,2,33,6,0,0,0,0,0,1,0,0,89,1,90,134,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,286,R,NA,-0.22649611998886207,1,1,1.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1889,URBANO(A),C01,10,72,19,2,6,4,67,21,0,0,2,0,0,4,2,0,209,4,213,430,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1889,U,NA,1.1673769835464547,1,1,4.1
2,32,ZACATECAS,1,17,SOMBRERETE,43,SOMBRERETE,1301,URBANO(A),C01,62,46,15,20,1,2,45,28,12,1,2,0,0,1,3,0,238,7,245,385,GRUPO DE RECUENTO,NA,NA,NA,1,17,42,SOMBRERETE,1301,U,NA,0.003527444365667487,1,1,1.1
2,32,ZACATECAS,2,11,VILLANUEVA,57,VILLANUEVA,1742,RURAL,B,4,52,45,1,2,8,5,2,1,1,1,0,0,0,0,0,122,8,130,225,ACTA CASILLA,NA,NA,NA,2,11,55,VILLANUEVA,1742,R,NA,-0.5608977374194326,1,1,2.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1822,URBANO(A),B,15,76,18,3,4,1,106,19,0,1,0,0,0,7,4,0,254,3,257,461,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1822,U,NA,1.9778045496624888,1,1,3.1
2,32,ZACATECAS,1,6,FRESNILLO,13,FRESNILLO,181,URBANO(A),C01,28,64,10,4,3,4,101,17,1,1,0,0,0,4,2,0,239,7,246,393,ACTA CASILLA,NA,NA,NA,1,6,10,FRESNILLO,181,U,NA,1.698090715715787,1,1,1.1
2,32,ZACATECAS,3,2,ZACATECAS,58,ZACATECAS,1804,URBANO(A),B,38,170,29,8,11,4,172,18,10,2,2,0,0,6,6,2,476,6,484,746,ACTA CASILLA,NA,NA,NA,3,2,56,ZACATECAS,1804,U,NA,4.880062795737299,1,1,3.1
2,32,ZACATECAS,1,5,FRESNILLO,13,FRESNILLO,231,MIXTO(A),C01,7,119,12,9,2,5,64,18,5,1,0,0,0,3,1,0,246,12,258,418,ACTA CASILLA,NA,NA,NA,1,5,10,FRESNILLO,231,M,NA,1.7636746294613777,1,1,1.1
2,32,ZACATECAS,2,10,JEREZ,19,JEREZ,610,URBANO(A),B,50,55,11,4,2,3,60,43,1,1,0,0,0,2,3,0,235,10,245,440,GRUPO DE RECUENTO,NA,NA,NA,2,10,20,JEREZ,610,U,NA,0.5579059624714923,1,1,2.1
2,32,ZACATECAS,3,2,ZACATECAS,58,ZACATECAS,1871,RURAL,B,15,117,15,3,2,4,45,12,18,0,2,1,0,1,0,0,235,7,242,377,ACTA CASILLA,NA,NA,NA,3,2,56,ZACATECAS,1871,R,NA,1.251845733458946,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1890,URBANO(A),B,10,49,18,5,5,0,99,17,1,0,1,0,0,5,4,1,214,5,220,457,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1890,U,NA,1.43291877640759,1,1,4.1
2,32,ZACATECAS,2,14,TLALTENANGO DE SANCHEZ ROMAN,48,TEUL DE GONALEZ ORTEGA,1484,RURAL,B,4,19,3,1,0,0,64,1,2,0,0,0,0,0,0,0,94,0,94,140,GRUPO DE RECUENTO,NA,NA,NA,2,14,47,TEUL DE GONZALEZ ORTEGA,1484,R,NA,0.19382360139672128,1,1,2.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1887,URBANO(A),B,15,68,15,8,4,6,98,21,1,0,0,0,0,6,8,0,250,2,252,451,GRUPO DE RECUENTO,NA,NA,NA,4,4,17,GUADALUPE,1887,U,NA,1.7493662484878811,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,470,MIXTO(A),C05,14,111,24,15,6,5,127,28,1,2,1,0,1,1,7,0,343,11,354,725,GRUPO DE RECUENTO,NA,NA,NA,4,4,17,GUADALUPE,470,M,NA,3.077542356038035,1,1,4.1
2,32,ZACATECAS,1,2,ZACATECAS,5,CALERA,43,URBANO(A),C01,45,60,4,3,4,2,65,36,1,0,1,0,0,3,7,0,231,6,237,421,GRUPO DE RECUENTO,NA,NA,NA,1,2,5,CALERA,43,U,NA,0.7978115134502521,1,1,1.1
2,32,ZACATECAS,3,1,ZACATECAS,58,ZACATECAS,1822,URBANO(A),C01,18,80,10,3,3,2,103,21,3,0,2,0,0,2,7,0,254,6,260,460,ACTA CASILLA,NA,NA,NA,3,1,56,ZACATECAS,1822,U,NA,1.9938715123084028,1,1,3.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1893,URBANO(A),B,20,82,13,6,9,4,104,19,2,2,0,0,0,0,2,0,263,0,263,598,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1893,U,NA,2.152330071141964,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,1894,URBANO(A),B,6,77,24,11,14,0,90,31,2,0,2,0,0,14,0,0,271,3,274,530,ACTA CASILLA,NA,NA,NA,4,4,17,GUADALUPE,1894,U,NA,1.7958893893172612,1,1,4.1
2,32,ZACATECAS,4,4,GUADALUPE,16,GUADALUPE,470,MIXTO(A),C08,25,106,17,18,5,9,119,26,2,2,1,0,0,1,3,0,334,9,343,725,GRUPO DE RECUENTO,NA,NA,NA,4,4,17,GUADALUPE,470,M,NA,2.8405346927236703,1,1,4.1
2,32,ZACATECAS,1,7,FRESNILLO,13,FRESNILLO,289,RURAL,B,4,128,4,15,3,0,110,15,0,0,0,0,0,0,2,0,281,1,282,363,ACTA CASILLA,NA,NA,NA,1,7,10,FRESNILLO,289,R,NA,2.8847379838664198,1,1,1.1
