CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,VOTOS_CAND_NREG,VOTOS_VALIDOS,VOTOS_NULOS,VOTOS_TOTAL,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,1,U,B,47,100,19,14,2,0,6,0,81,6,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,44,0,326,20,346,486,NA,NA,NA,NA,1,1,1,ACAPONETA,1,U,,1.625501673948699,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,2,M,B,48,80,29,0,8,0,2,4,61,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,277,13,290,476,NA,NA,NA,NA,1,1,1,ACAPONETA,2,M,,0.9842898387832042,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,2,M,C01,48,89,24,4,2,0,11,3,76,4,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,25,0,295,19,314,475,NA,NA,NA,NA,1,1,1,ACAPONETA,2,M,,1.3476221356393026,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,3,U,B,60,104,67,2,6,4,10,5,67,1,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,26,0,362,18,380,651,NA,NA,NA,NA,1,1,1,ACAPONETA,3,U,,1.255317748592704,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,3,U,C01,52,78,48,2,5,1,16,3,67,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,63,0,347,13,360,651,NA,NA,NA,NA,1,1,1,ACAPONETA,3,U,,0.924613531434799,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,3,U,C02,50,84,48,3,7,3,12,1,78,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,51,0,355,9,364,651,NA,NA,NA,NA,1,1,1,ACAPONETA,3,U,,1.2603793681653144,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,4,U,B,49,109,43,6,4,0,27,4,122,9,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,32,0,414,6,420,672,NA,NA,NA,NA,1,1,1,ACAPONETA,4,U,,2.6658926092467503,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,5,U,B,39,59,42,3,4,1,9,7,72,5,2,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,32,0,281,18,299,456,NA,NA,NA,NA,1,1,1,ACAPONETA,5,U,,0.8880244027956505,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,5,U,C01,59,61,42,4,13,1,3,3,55,2,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,30,0,281,13,294,456,NA,NA,NA,NA,1,1,1,ACAPONETA,5,U,,0.5351116721791087,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,6,U,B,51,79,36,4,4,0,12,2,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,291,9,300,418,NA,NA,NA,NA,1,1,1,ACAPONETA,6,U,,0.8169608597865008,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,7,U,B,70,83,39,4,1,2,12,1,94,4,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,3,3,19,0,341,5,346,474,NA,NA,NA,NA,1,1,1,ACAPONETA,7,U,,1.5004737153485346,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,8,U,B,51,65,25,5,9,1,3,2,92,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,24,1,285,7,293,409,NA,NA,NA,NA,1,1,1,ACAPONETA,8,U,,1.3994077312802562,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,8,U,C01,42,68,28,7,6,1,10,1,75,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,32,0,279,9,288,408,NA,NA,NA,NA,1,1,1,ACAPONETA,8,U,,1.0590340121014674,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,9,U,B,66,98,39,6,1,3,20,4,146,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,29,0,427,6,433,665,NA,NA,NA,NA,1,1,1,ACAPONETA,9,U,,2.882434432312402,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,9,U,C01,78,107,28,10,9,2,21,2,144,6,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39,1,454,9,464,665,NA,NA,NA,NA,1,1,1,ACAPONETA,9,U,,3.0401222875357474,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,10,U,B,63,71,26,11,0,2,12,2,94,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,23,0,327,14,341,483,NA,NA,NA,NA,1,1,1,ACAPONETA,10,U,,1.3409395254533814,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,10,U,C01,69,70,11,5,3,4,8,2,119,10,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,31,0,340,12,352,482,NA,NA,NA,NA,1,1,1,ACAPONETA,10,U,,1.948628707207569,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,11,U,B,45,56,19,1,2,9,11,2,48,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,13,0,216,4,220,330,NA,NA,NA,NA,1,1,1,ACAPONETA,11,U,,0.21617963227673193,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,12,U,B,82,130,35,8,4,2,11,1,141,8,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,22,0,453,10,463,632,NA,NA,NA,NA,1,1,1,ACAPONETA,12,U,,3.195819298592844,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,13,U,B,93,87,53,4,7,2,5,1,90,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,34,0,382,13,395,567,NA,NA,NA,NA,1,1,1,ACAPONETA,13,U,,1.4233253780217128,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,13,U,SMR01,82,89,28,3,5,0,6,5,77,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,31,0,349,11,360,0,NA,NA,NA,NA,1,1,1,ACAPONETA,13,U,,1.2880942072133295,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,14,U,B,32,55,25,5,1,4,5,0,41,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,0,185,4,189,245,NA,NA,NA,NA,1,1,1,ACAPONETA,14,U,,0.036576582762152476,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,15,U,B,56,87,29,4,7,1,9,5,84,4,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,15,0,309,7,316,426,NA,NA,NA,NA,1,1,1,ACAPONETA,15,U,,1.5757593787905255,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,16,U,B,60,94,38,4,2,0,6,7,64,13,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,24,0,319,0,319,472,NA,NA,NA,NA,1,1,1,ACAPONETA,16,U,,1.1274560080090588,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,16,U,C01,60,63,40,2,3,1,15,3,78,4,3,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,30,0,309,4,313,471,NA,NA,NA,NA,1,1,1,ACAPONETA,16,U,,0.9437753475560795,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,17,U,B,44,60,20,3,2,0,11,2,63,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,33,0,245,7,252,396,NA,NA,NA,NA,1,1,1,ACAPONETA,17,U,,0.6532966026364171,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,17,U,C01,46,70,36,0,2,1,11,1,67,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,18,0,257,4,261,395,NA,NA,NA,NA,1,1,1,ACAPONETA,17,U,,0.81375804467073,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,18,U,B,35,65,39,1,0,1,4,2,65,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,0,264,7,271,397,NA,NA,NA,NA,1,1,1,ACAPONETA,18,U,,0.7035205824159245,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,18,U,C01,41,57,38,2,3,2,4,1,60,5,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,37,0,258,8,266,396,NA,NA,NA,NA,1,1,1,ACAPONETA,18,U,,0.48198593530721523,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,19,R,B,2,32,7,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,69,13,82,119,NA,NA,NA,NA,1,1,1,ACAPONETA,19,R,,-0.9317233346031673,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,20,R,B,10,37,5,1,0,0,12,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,0,145,23,168,250,NA,NA,NA,NA,1,1,1,ACAPONETA,20,R,,-0.8064825017295372,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,21,R,B,108,64,14,5,3,2,1,7,40,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,24,0,278,17,295,415,NA,NA,NA,NA,1,1,1,ACAPONETA,21,R,,0.07258767342353623,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,22,R,B,30,31,4,1,0,1,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,158,14,172,212,NA,NA,NA,NA,1,1,1,ACAPONETA,22,R,,0.5894704501425962,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,23,R,B,19,73,16,2,4,2,4,2,104,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,22,0,261,21,282,415,NA,NA,NA,NA,1,1,1,ACAPONETA,23,R,,1.892070941733416,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,23,R,E01,30,27,5,0,6,2,1,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,111,4,115,156,NA,NA,NA,NA,1,1,1,ACAPONETA,23,R,,-0.6133770715345372,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,24,R,B,46,196,59,4,7,3,7,2,161,4,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,3,52,0,557,23,580,732,NA,NA,NA,NA,1,1,1,ACAPONETA,24,R,,4.720997820678448,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,25,R,B,3,13,8,0,0,1,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,73,7,80,109,NA,NA,NA,NA,1,1,1,ACAPONETA,25,R,,-0.780878507522678,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,26,R,B,38,17,10,0,5,1,0,0,20,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,0,125,6,131,191,NA,NA,NA,NA,1,1,1,ACAPONETA,26,R,,-0.8543462145403864,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,27,R,B,46,40,26,0,5,7,1,1,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,40,0,227,15,242,492,NA,NA,NA,NA,1,1,1,ACAPONETA,27,R,,0.1927716176536053,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,28,R,B,31,106,21,0,2,0,3,1,41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,18,0,230,10,240,350,NA,NA,NA,NA,1,1,1,ACAPONETA,28,R,,0.8755331578257888,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,29,R,B,14,29,11,1,2,1,4,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,102,8,110,149,NA,NA,NA,NA,1,1,1,ACAPONETA,29,R,,-0.6166000952913221,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,30,R,B,24,44,6,1,0,0,4,1,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,0,168,7,175,232,NA,NA,NA,NA,1,1,1,ACAPONETA,30,R,,0.5283529583581807,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,31,R,B,19,70,5,1,4,0,3,2,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,0,237,9,246,289,NA,NA,NA,NA,1,1,1,ACAPONETA,31,R,,1.823777116107243,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,32,R,B,24,200,9,2,0,0,3,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,0,291,4,295,351,NA,NA,NA,NA,1,1,1,ACAPONETA,32,R,,2.1731400049529035,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,33,R,B,138,96,60,9,11,2,12,5,78,3,5,1,0,1,1,3,0,0,1,0,0,2,0,1,0,3,3,32,0,467,37,504,739,NA,NA,NA,NA,1,1,1,ACAPONETA,33,R,,1.2267599306470471,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,34,R,B,45,41,15,0,2,1,5,1,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46,0,183,4,187,281,NA,NA,NA,NA,1,1,1,ACAPONETA,34,R,,-0.48873835470767685,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,35,R,B,23,18,1,0,0,2,2,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,75,4,79,106,NA,NA,NA,NA,1,1,1,ACAPONETA,35,R,,-1.07302726069472,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,36,R,B,25,38,21,0,6,1,15,1,56,1,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,45,0,217,29,246,379,NA,NA,NA,NA,1,1,1,ACAPONETA,36,R,,0.278950793100504,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,36,R,C01,33,39,29,2,18,3,16,6,58,0,2,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,38,0,252,28,280,378,NA,NA,NA,NA,1,1,1,ACAPONETA,36,R,,0.5187157040128136,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,37,R,B,25,56,12,0,3,0,5,3,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,60,0,202,12,214,267,NA,NA,NA,NA,1,1,1,ACAPONETA,37,R,,0.08920472655021841,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,38,U,B,24,106,43,0,4,0,7,1,59,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0,321,23,344,466,NA,NA,NA,NA,1,1,1,ACAPONETA,38,U,,1.2843452121251917,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,38,U,C01,22,106,46,3,1,0,8,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,337,8,345,465,NA,NA,NA,NA,1,1,1,ACAPONETA,38,U,,1.1924906927749392,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,39,U,B,19,61,32,1,3,0,15,0,62,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,235,15,250,389,NA,NA,NA,NA,1,1,1,ACAPONETA,39,U,,0.6736463116382141,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,39,U,C01,31,59,40,1,1,2,12,2,42,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,52,0,253,12,265,389,NA,NA,NA,NA,1,1,1,ACAPONETA,39,U,,0.1249190593667377,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,40,R,B,75,114,53,2,1,0,3,0,178,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,78,0,511,9,520,692,NA,NA,NA,NA,1,1,1,ACAPONETA,40,R,,3.720869725893325,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,41,R,B,24,92,17,1,1,0,10,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,242,6,248,321,NA,NA,NA,NA,1,1,1,ACAPONETA,41,R,,1.3578451668184166,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,43,R,B,66,134,45,7,6,5,6,10,98,3,2,2,0,0,1,9,0,0,0,0,0,0,2,2,0,0,3,72,0,473,13,486,721,NA,NA,NA,NA,1,1,1,ACAPONETA,43,R,,2.532663890888589,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,44,R,B,27,23,19,2,5,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,106,3,109,139,NA,NA,NA,NA,1,1,1,ACAPONETA,44,R,,-0.9512782619257429,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,45,R,B,23,27,23,1,3,0,3,2,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,17,0,148,9,157,223,NA,NA,NA,NA,1,1,1,ACAPONETA,45,R,,-0.18036609036077744,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,46,R,B,71,42,62,1,3,5,4,1,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,303,8,311,389,NA,NA,NA,NA,1,1,1,ACAPONETA,46,R,,0.75229989800155,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,46,R,C01,52,36,37,1,6,3,4,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,252,14,266,389,NA,NA,NA,NA,1,1,1,ACAPONETA,46,R,,0.6213514735490495,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,47,R,B,71,83,52,2,2,2,5,2,63,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,3,2,122,0,417,26,443,614,NA,NA,NA,NA,1,1,1,ACAPONETA,47,R,,0.7895870652933695,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,47,R,E01,8,24,5,1,1,1,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,58,5,63,97,NA,NA,NA,NA,1,1,1,ACAPONETA,47,R,,-0.9508447334424195,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,1,ACAPONETA,48,R,B,21,21,2,1,2,0,1,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,52,0,133,2,135,226,NA,NA,NA,NA,1,1,1,ACAPONETA,48,R,,-0.5489242941744122,1,1,1.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,49,U,B,168,136,1,13,1,0,50,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,462,15,477,670,NA,NA,NA,NA,3,16,2,AHUACATLAN,49,U,,-0.019640999658174896,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,50,U,B,92,69,0,3,0,4,40,1,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,275,5,280,390,NA,NA,NA,NA,3,16,2,AHUACATLAN,50,U,,-0.09524706826350612,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,50,U,C01,84,90,0,2,1,4,30,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,32,0,263,3,266,389,NA,NA,NA,NA,3,16,2,AHUACATLAN,50,U,,-0.03802738124018992,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,51,U,B,190,130,4,9,1,7,53,2,27,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,0,484,7,491,672,NA,NA,NA,NA,3,16,2,AHUACATLAN,51,U,,0.4037490663832406,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,52,U,B,104,149,5,19,0,1,42,0,22,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,386,11,397,569,NA,NA,NA,NA,3,16,2,AHUACATLAN,52,U,,0.8138333278850882,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,52,U,C01,102,153,7,9,0,2,52,0,10,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,35,0,376,14,390,568,NA,NA,NA,NA,3,16,2,AHUACATLAN,52,U,,0.6380472485675519,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,53,U,B,101,116,1,8,0,0,42,0,16,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,40,0,332,6,338,492,NA,NA,NA,NA,3,16,2,AHUACATLAN,53,U,,0.24460024883340048,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,53,U,C01,97,100,2,6,0,2,49,1,26,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,32,0,324,6,330,492,NA,NA,NA,NA,3,16,2,AHUACATLAN,53,U,,0.2669730496769632,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,54,U,B,153,111,4,4,0,1,51,1,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,40,0,394,9,403,563,NA,NA,NA,NA,3,16,2,AHUACATLAN,54,U,,0.14405593591795463,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,54,U,C01,117,120,3,3,1,2,60,1,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,37,0,384,6,390,562,NA,NA,NA,NA,3,16,2,AHUACATLAN,54,U,,0.7402215421234681,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,54,U,SMR01,37,38,2,4,0,0,4,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,113,2,115,0,NA,NA,NA,NA,3,16,2,AHUACATLAN,54,U,,-0.6680403461988713,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,55,U,B,82,83,1,7,0,0,4,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,220,2,222,286,NA,NA,NA,NA,3,16,2,AHUACATLAN,55,U,,-0.0416878029082893,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,56,U,B,161,161,2,10,3,2,28,1,53,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,40,0,469,13,482,637,NA,NA,NA,NA,3,16,2,AHUACATLAN,56,U,,1.5743577501354848,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,57,R,B,72,108,0,0,0,0,14,0,12,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,38,0,249,11,260,401,NA,NA,NA,NA,3,16,2,AHUACATLAN,57,R,,0.16832713807973704,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,57,R,C01,82,92,1,13,0,2,20,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,269,4,273,400,NA,NA,NA,NA,3,16,2,AHUACATLAN,57,R,,-0.16617427138472618,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,58,R,B,105,139,5,5,1,0,20,3,17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,326,11,337,507,NA,NA,NA,NA,3,16,2,AHUACATLAN,58,R,,0.6581161081869782,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,59,R,B,193,112,2,11,1,1,27,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,77,1,453,14,468,656,NA,NA,NA,NA,3,16,2,AHUACATLAN,59,R,,0.06278957037070503,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,59,R,C01,175,140,1,6,0,0,32,0,5,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,62,0,434,15,449,655,NA,NA,NA,NA,3,16,2,AHUACATLAN,59,R,,0.11800637419326954,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,60,R,B,176,240,9,1,1,2,12,1,12,0,1,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,14,0,476,9,485,661,NA,NA,NA,NA,3,16,2,AHUACATLAN,60,R,,1.7713072776038763,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,61,R,B,175,159,5,4,0,3,23,1,45,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,71,0,493,15,508,669,NA,NA,NA,NA,3,16,2,AHUACATLAN,61,R,,1.2770355463224372,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,61,R,E01,30,43,0,2,0,0,17,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,120,5,125,166,NA,NA,NA,NA,3,16,2,AHUACATLAN,61,R,,-0.8325036852066969,1,1,3.1
1,18,NAYARIT,3,16,IXTLAN DEL RIO,2,AHUACATLAN,62,R,B,34,69,0,1,0,0,34,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,19,0,164,2,166,245,NA,NA,NA,NA,3,16,2,AHUACATLAN,62,R,,-0.5077879090100329,1,1,3.1
