CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,VOTOS_CAND_NREG,VOTOS_VALIDOS,VOTOS_NULOS,VOTOS_TOTAL,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,ID_DTTO_FEDERAL_jul2020,ID_DTTO_LOCAL_jul2020,MUNICIPIO_jul2020,NOM_MUN_jul2020,SECCION_jul2020,TIPO_SECC_jul2020,OBSERVACION_MMGE_31jul2020,.fittedPC1,estratificacion_num,indice_grupo,estrato_df
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,267,R,E02,99,39,3,2,7,3,18,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,0,201,8,209,305,NA,NA,NA,NA,1,3,9,DEL NAYAR,267,R,,-1.1391177986317076,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,267,R,E03,78,15,2,2,2,1,29,5,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0,235,19,254,318,NA,NA,NA,NA,1,3,9,DEL NAYAR,267,R,,-0.929953144646776,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,268,R,B,156,85,4,2,4,0,2,2,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,327,13,340,443,NA,NA,NA,NA,1,3,9,DEL NAYAR,268,R,,-0.5279131354543911,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,268,R,E01,84,46,5,4,2,0,3,3,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,29,0,189,10,199,313,NA,NA,NA,NA,1,3,9,DEL NAYAR,268,R,,-0.8855855661191003,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,268,R,E02,240,119,3,1,10,2,4,0,6,2,3,0,3,0,0,3,1,0,0,0,0,0,1,0,0,0,0,40,0,438,15,453,666,NA,NA,NA,NA,1,3,9,DEL NAYAR,268,R,,-0.24249214067934816,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,269,R,B,88,38,2,3,20,1,19,2,7,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,331,33,364,594,NA,NA,NA,NA,1,3,9,DEL NAYAR,269,R,,-0.7320277781506855,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,269,R,C01,66,68,2,8,28,2,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,147,0,340,27,367,594,NA,NA,NA,NA,1,3,9,DEL NAYAR,269,R,,-0.071277354875637855,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,270,R,B,209,68,0,1,3,2,20,11,32,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,59,0,412,31,443,649,NA,NA,NA,NA,1,3,9,DEL NAYAR,270,R,,-0.21030532832046045,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,270,R,C01,157,46,4,2,0,1,11,2,83,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,74,0,387,25,412,649,NA,NA,NA,NA,1,3,9,DEL NAYAR,270,R,,0.5312267268731603,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,270,R,C02,156,61,2,1,2,1,16,5,53,7,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,81,0,392,31,423,649,NA,NA,NA,NA,1,3,9,DEL NAYAR,270,R,,0.21118637748314573,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,270,R,E01,178,72,2,2,2,4,4,0,13,1,2,0,0,0,0,3,0,3,0,0,0,1,2,0,0,0,0,47,0,336,20,356,511,NA,NA,NA,NA,1,3,9,DEL NAYAR,270,R,,-0.6756188223494942,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,271,R,B,69,65,35,1,1,9,1,1,5,0,7,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,18,0,220,9,229,394,NA,NA,NA,NA,1,3,9,DEL NAYAR,271,R,,-0.7819227524098118,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,271,R,E01,101,15,96,6,7,8,17,5,35,3,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,12,0,315,7,322,482,NA,NA,NA,NA,1,3,9,DEL NAYAR,271,R,,-1.035021066768977,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,272,R,B,146,140,1,4,4,2,16,6,109,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,502,30,532,738,NA,NA,NA,NA,1,3,9,DEL NAYAR,272,R,,2.649512118792419,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,273,R,B,118,131,2,3,2,1,13,2,47,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,40,0,374,31,405,600,NA,NA,NA,NA,1,3,9,DEL NAYAR,273,R,,1.1661641510958745,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,273,R,E01,91,40,1,1,0,0,17,8,57,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,247,23,270,443,NA,NA,NA,NA,1,3,9,DEL NAYAR,273,R,,0.18268105693442993,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,274,R,B,117,54,5,0,0,1,8,1,91,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,5,1,23,0,312,14,326,478,NA,NA,NA,NA,1,3,9,DEL NAYAR,274,R,,0.9427440032045067,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,274,R,E01,57,89,22,5,1,4,14,1,37,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,65,0,301,36,337,479,NA,NA,NA,NA,1,3,9,DEL NAYAR,274,R,,0.4101314800468355,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,275,R,B,49,89,4,4,3,0,5,0,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,199,6,205,335,NA,NA,NA,NA,1,3,9,DEL NAYAR,275,R,,0.5514233671038857,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,275,R,E01,94,39,1,2,0,0,6,1,5,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,0,200,7,207,282,NA,NA,NA,NA,1,3,9,DEL NAYAR,275,R,,-1.0544477827297243,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,276,R,B,74,129,1,4,1,0,0,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,137,0,363,16,379,538,NA,NA,NA,NA,1,3,9,DEL NAYAR,276,R,,0.5013112183927736,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,276,R,E01,34,77,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,201,1,202,252,NA,NA,NA,NA,1,3,9,DEL NAYAR,276,R,,-0.3338683730053186,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,9,DEL NAYAR,276,R,E02,281,60,2,0,1,0,7,0,34,1,4,0,0,0,0,3,3,0,1,0,0,0,2,0,0,0,0,80,0,479,21,500,739,NA,NA,NA,NA,1,3,9,DEL NAYAR,276,R,,-0.7626246374810121,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,277,M,B,38,69,8,10,2,0,2,7,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,68,0,301,8,309,416,NA,NA,NA,NA,1,1,10,ROSAMORADA,277,M,,1.552335455704905,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,277,M,C01,38,67,5,8,1,2,8,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,68,0,294,5,299,416,NA,NA,NA,NA,1,1,10,ROSAMORADA,277,M,,1.3444154510955406,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,277,M,E01,14,30,0,2,0,0,1,7,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,19,0,103,6,109,141,NA,NA,NA,NA,1,1,10,ROSAMORADA,277,M,,-0.3616911736937377,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,278,M,B,14,56,2,5,1,0,3,3,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,19,0,174,5,179,233,NA,NA,NA,NA,1,1,10,ROSAMORADA,278,M,,0.849239725323299,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,278,M,E01,62,42,5,8,0,1,5,5,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,198,6,204,273,NA,NA,NA,NA,1,1,10,ROSAMORADA,278,M,,-0.02771147646251726,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,279,U,B,21,27,4,0,1,0,3,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,152,0,152,188,NA,NA,NA,NA,1,1,10,ROSAMORADA,279,U,,0.6334049309374779,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,279,U,SMR01,22,20,1,3,0,0,4,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,89,3,100,0,NA,NA,NA,NA,1,1,10,ROSAMORADA,279,U,,-0.4245823351924165,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,280,U,B,22,42,1,4,1,1,3,5,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0,178,6,184,228,NA,NA,NA,NA,1,1,10,ROSAMORADA,280,U,,0.857841335138573,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,281,U,B,93,90,10,37,0,6,13,16,166,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,47,0,488,9,497,674,NA,NA,NA,NA,1,1,10,ROSAMORADA,281,U,,3.2725865637528724,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,282,U,B,57,110,9,21,3,0,5,6,117,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,29,0,367,17,384,528,NA,NA,NA,NA,1,1,10,ROSAMORADA,282,U,,2.5750896428890844,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,283,R,B,90,142,8,10,2,1,7,17,29,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,0,440,6,446,656,NA,NA,NA,NA,1,2,10,ROSAMORADA,283,R,,1.2261251772546418,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,284,R,B,27,35,0,11,2,1,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,134,1,135,186,NA,NA,NA,NA,1,1,10,ROSAMORADA,284,R,,-0.25587279768274507,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,285,R,B,94,46,8,12,2,15,8,8,44,1,2,1,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,53,0,301,13,314,422,NA,NA,NA,NA,1,1,10,ROSAMORADA,285,R,,-0.10499228424927742,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,286,R,B,118,115,6,3,1,3,5,12,83,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,101,0,456,16,472,668,NA,NA,NA,NA,1,2,10,ROSAMORADA,286,R,,1.8276216030507533,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,286,R,E01,28,34,0,0,0,0,2,8,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,122,4,126,170,NA,NA,NA,NA,1,2,10,ROSAMORADA,286,R,,-0.2476165326008751,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,287,R,B,118,73,7,15,0,2,3,12,14,1,4,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,0,113,0,370,11,381,468,NA,NA,NA,NA,1,2,10,ROSAMORADA,287,R,,-0.3555186674570859,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,288,R,B,154,46,5,11,0,4,3,3,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,0,285,12,297,405,NA,NA,NA,NA,1,2,10,ROSAMORADA,288,R,,-1.1193100105041673,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,288,R,C01,174,55,8,15,0,1,3,1,12,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,306,5,311,404,NA,NA,NA,NA,1,2,10,ROSAMORADA,288,R,,-1.0361573237536108,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,289,R,B,51,78,5,2,0,1,8,17,51,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,69,0,291,8,299,404,NA,NA,NA,NA,1,2,10,ROSAMORADA,289,R,,0.8960716630320461,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,289,R,C01,73,48,5,4,1,0,2,27,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,68,0,327,16,343,403,NA,NA,NA,NA,1,2,10,ROSAMORADA,289,R,,0.5623409571777989,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,290,R,B,60,148,12,12,0,4,14,9,126,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,0,466,14,480,678,NA,NA,NA,NA,1,1,10,ROSAMORADA,290,R,,3.352375197010075,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,291,R,B,47,92,2,14,1,2,3,14,69,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,36,0,289,11,300,468,NA,NA,NA,NA,1,1,10,ROSAMORADA,291,R,,1.418175615779593,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,291,R,C01,51,113,2,14,2,1,5,16,59,1,0,0,0,3,1,0,3,0,2,0,0,0,0,1,0,1,0,23,0,298,13,311,468,NA,NA,NA,NA,1,1,10,ROSAMORADA,291,R,,1.5507372919894218,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,291,R,E01,6,20,1,5,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,88,8,96,146,NA,NA,NA,NA,1,1,10,ROSAMORADA,291,R,,-0.6815263876662692,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,292,R,B,22,44,4,40,1,0,0,13,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,189,5,194,306,NA,NA,NA,NA,1,1,10,ROSAMORADA,292,R,,-0.8058485687577801,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,292,R,E01,16,21,0,4,0,2,0,8,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,26,0,86,7,93,134,NA,NA,NA,NA,1,1,10,ROSAMORADA,292,R,,-1.0018273777976405,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,293,R,B,19,59,1,21,0,1,2,13,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,177,3,180,247,NA,NA,NA,NA,1,1,10,ROSAMORADA,293,R,,-0.3111906447103798,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,294,R,B,32,24,1,11,0,1,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,102,4,106,158,NA,NA,NA,NA,1,1,10,ROSAMORADA,294,R,,-1.1968673264143679,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,295,R,B,62,70,2,20,1,2,0,5,11,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,82,0,260,9,269,389,NA,NA,NA,NA,1,1,10,ROSAMORADA,295,R,,-0.3841887061412569,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,295,R,C01,67,63,3,18,0,1,2,1,2,1,1,2,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,86,0,256,18,274,389,NA,NA,NA,NA,1,1,10,ROSAMORADA,295,R,,-0.7915918236801665,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,296,R,B,41,113,5,50,0,3,7,19,41,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,76,0,364,11,375,548,NA,NA,NA,NA,1,1,10,ROSAMORADA,296,R,,1.095710893740006,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,297,R,B,28,113,2,23,0,0,6,13,11,3,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,116,0,323,11,334,454,NA,NA,NA,NA,1,1,10,ROSAMORADA,297,R,,0.4921117927092502,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,298,U,B,46,106,3,14,2,2,9,18,42,7,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,5,0,99,0,360,15,375,518,NA,NA,NA,NA,1,2,10,ROSAMORADA,298,U,,1.1788235939590634,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,299,U,B,55,61,0,10,3,1,11,51,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,89,0,329,22,351,501,NA,NA,NA,NA,1,2,10,ROSAMORADA,299,U,,0.9940389241969669,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,300,U,B,60,95,8,18,1,0,12,38,52,4,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,94,0,388,15,403,582,NA,NA,NA,NA,1,2,10,ROSAMORADA,300,U,,1.4204430091496927,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,301,R,B,66,67,8,12,1,1,4,6,30,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,145,0,353,8,361,513,NA,NA,NA,NA,1,2,10,ROSAMORADA,301,R,,0.0051768132265036515,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,301,R,C01,38,68,7,19,1,2,5,14,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,129,0,320,14,334,512,NA,NA,NA,NA,1,2,10,ROSAMORADA,301,R,,0.13834877508961357,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,302,U,B,69,110,14,17,0,2,8,18,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,276,6,282,380,NA,NA,NA,NA,1,2,10,ROSAMORADA,302,U,,0.2646286911707986,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,302,U,C01,55,115,16,20,2,2,8,0,9,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,5,1,0,9,0,248,5,253,379,NA,NA,NA,NA,1,2,10,ROSAMORADA,302,U,,0.2719779127545228,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,303,U,B,77,133,22,15,0,2,7,41,10,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,333,12,345,427,NA,NA,NA,NA,1,2,10,ROSAMORADA,303,U,,0.9564855648140924,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,304,U,B,81,119,43,36,3,3,3,48,21,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,44,0,415,8,423,559,NA,NA,NA,NA,1,2,10,ROSAMORADA,304,U,,1.0124171361724703,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,305,U,B,53,97,5,3,15,2,3,25,23,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,2,84,0,320,8,328,471,NA,NA,NA,NA,1,2,10,ROSAMORADA,305,U,,0.9563294470356779,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,306,U,B,67,66,5,1,8,2,7,30,12,4,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,56,0,264,16,280,410,NA,NA,NA,NA,1,2,10,ROSAMORADA,306,U,,0.10984689321835961,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,306,U,C01,67,54,5,7,6,1,4,24,9,3,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,81,0,271,2,273,409,NA,NA,NA,NA,1,2,10,ROSAMORADA,306,U,,-0.2059945933871709,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,307,R,B,82,119,18,13,2,2,4,35,23,13,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,336,8,344,492,NA,NA,NA,NA,1,2,10,ROSAMORADA,307,R,,0.981162306881792,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,308,R,B,105,104,2,4,1,1,1,44,26,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,29,0,339,13,352,441,NA,NA,NA,NA,1,2,10,ROSAMORADA,308,R,,0.9586613357568107,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,309,R,B,93,109,12,12,2,1,3,38,12,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,164,0,461,14,475,706,NA,NA,NA,NA,1,2,10,ROSAMORADA,309,R,,0.6435621745139708,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,310,U,B,57,49,35,31,0,0,5,15,28,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,5,0,109,0,344,1,345,534,NA,NA,NA,NA,1,2,10,ROSAMORADA,310,U,,-0.29334145307357207,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,310,U,C01,54,49,34,30,3,3,11,16,51,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,78,0,343,10,353,533,NA,NA,NA,NA,1,2,10,ROSAMORADA,310,U,,0.25372009112404514,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,311,M,B,85,76,38,26,2,0,18,8,21,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,91,0,378,12,390,569,NA,NA,NA,NA,1,2,10,ROSAMORADA,311,M,,-0.21572390091044852,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,311,M,C01,55,62,34,22,2,3,11,25,35,3,5,0,0,0,0,3,0,0,2,0,0,0,0,1,0,1,0,90,0,354,12,366,568,NA,NA,NA,NA,1,2,10,ROSAMORADA,311,M,,0.23684200758588714,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,311,M,E01,12,42,26,8,0,0,2,11,11,0,0,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,39,0,159,4,163,202,NA,NA,NA,NA,1,2,10,ROSAMORADA,311,M,,-0.5161805139798326,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,312,U,B,75,77,15,32,3,0,7,13,53,3,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,12,0,300,5,305,511,NA,NA,NA,NA,1,2,10,ROSAMORADA,312,U,,0.699233535881521,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,313,U,B,70,69,66,19,4,0,1,0,17,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,71,0,327,9,336,465,NA,NA,NA,NA,1,2,10,ROSAMORADA,313,U,,-0.5185528610634036,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,314,U,B,55,121,8,3,2,0,6,13,43,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149,0,406,15,421,590,NA,NA,NA,NA,1,2,10,ROSAMORADA,314,M,,1.2873712700710047,1,1,1.1
1,18,NAYARIT,1,2,TECUALA,10,ROSAMORADA,315,U,B,87,109,5,2,11,1,11,16,40,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,130,0,421,23,444,684,NA,NA,NA,NA,1,2,10,ROSAMORADA,315,M,,1.1540345900724396,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,316,R,B,31,41,2,1,2,0,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,162,10,172,248,NA,NA,NA,NA,1,1,10,ROSAMORADA,316,R,,-0.7608543653638002,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,316,R,E01,9,14,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,76,5,81,120,NA,NA,NA,NA,1,1,10,ROSAMORADA,316,R,,-1.203931398437201,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,317,R,B,46,73,1,18,3,1,2,22,23,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,59,0,257,18,275,404,NA,NA,NA,NA,1,1,10,ROSAMORADA,317,R,,0.2726084070488181,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,318,R,B,84,101,18,22,5,0,0,18,2,3,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,34,0,294,14,308,437,NA,NA,NA,NA,1,1,10,ROSAMORADA,318,R,,0.0192202532801225,1,1,1.1
1,18,NAYARIT,1,1,ACAPONETA,10,ROSAMORADA,319,R,B,48,51,5,1,5,0,1,17,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,37,0,172,5,177,297,NA,NA,NA,NA,1,1,10,ROSAMORADA,319,R,,-0.4495966831375377,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,11,RUIZ,320,U,B,151,77,6,4,0,1,17,0,26,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46,0,335,4,339,507,NA,NA,NA,NA,1,3,11,RUIZ,320,U,,-0.30006061111353033,1,1,1.1
1,18,NAYARIT,1,3,JESUS MARIA,11,RUIZ,320,U,C01,165,74,2,5,0,0,21,1,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,0,345,7,352,507,NA,NA,NA,NA,1,3,11,RUIZ,320,U,,-0.35700761836098716,1,1,1.1
