CLAVE_CASILLA,ID_ESTADO,estrato
081633B0100,8,13
081634B0100,8,4
081635B0100,8,4
081635C0100,8,4
081636B0100,8,4
081636C0100,8,4
081637B0100,8,13
081638B0100,8,4
081638C0100,8,4
081639B0100,8,4
081639C0100,8,4
081640B0100,8,4
081641B0100,8,13
081641C0100,8,13
081641C0200,8,13
081642B0100,8,13
081642C0100,8,13
081642C0200,8,13
081642C0300,8,13
081642C0400,8,13
081642C0500,8,13
081642C0600,8,13
081642C0700,8,13
081642C0800,8,13
081642C0900,8,13
081643B0100,8,13
081644B0100,8,4
081645B0100,8,13
081646B0100,8,13
081646C0100,8,13
081647B0100,8,4
081648B0100,8,4
081649B0100,8,4
081649C0100,8,4
081650B0100,8,13
081651B0100,8,13
081652B0100,8,4
081653B0100,8,13
081654B0100,8,4
081654C0100,8,4
081655B0100,8,4
081655C0100,8,4
081656B0100,8,4
081657B0100,8,13
081658B0100,8,4
081659B0100,8,13
081660B0100,8,13
081661B0100,8,13
081662B0100,8,4
081663B0100,8,13
081664B0100,8,13
081665B0100,8,4
081665C0100,8,4
081666B0100,8,13
081666C0100,8,13
081667B0100,8,4
081668B0100,8,13
081669B0100,8,13
081670B0100,8,4
081671B0100,8,4
081672B0100,8,13
081673B0100,8,4
081673C0100,8,4
081674B0100,8,13
081675B0100,8,4
081675C0100,8,4
081676B0100,8,13
081677B0100,8,4
081678B0100,8,13
081678C0100,8,13
081679B0100,8,4
081679C0100,8,4
081680B0100,8,4
081680C0100,8,4
081681B0100,8,4
081681C0100,8,4
081682B0100,8,13
081682C0100,8,13
081682C0200,8,13
081682C0300,8,13
081683B0100,8,13
081683C0100,8,13
081683C0200,8,13
081683C0300,8,13
081683C0400,8,13
081683C0500,8,13
081683C0600,8,13
081683C0700,8,13
081683C0800,8,13
081683C0900,8,13
081683C1000,8,13
081683C1100,8,13
081683C1200,8,13
081683C1300,8,13
081683C1400,8,13
081683C1500,8,13
081684B0100,8,13
081684C0100,8,13
081685B0100,8,13
081686B0100,8,13
081687B0100,8,4
081687C0100,8,4
081688B0100,8,13
081689B0100,8,13
081690B0100,8,13
081691B0100,8,4
081692B0100,8,4
081692C0100,8,4
081693B0100,8,13
081693C0100,8,13
081693C0200,8,13
081693S0100,8,4
081694B0100,8,13
081694C0100,8,13
081694C0200,8,13
081694C0300,8,13
081694C0400,8,13
081694C0500,8,13
081694C0600,8,13
081694C0700,8,13
081694C0800,8,13
081695B0100,8,4
081696B0100,8,4
081696C0100,8,4
081697B0100,8,4
081697C0100,8,4
081698B0100,8,4
081699B0100,8,4
081700B0100,8,13
081701B0100,8,13
081701C0100,8,13
081702B0100,8,13
081702C0100,8,13
081703B0100,8,4
081703C0100,8,4
081704B0100,8,13
081704C0100,8,13
081705B0100,8,13
081705C0100,8,13
081705C0200,8,13
081705C0300,8,13
081706B0100,8,13
081706C0100,8,13
081706C0200,8,13
081706C0300,8,13
081706C0400,8,13
081706C0500,8,13
081706C0600,8,13
081706C0700,8,13
081706C0800,8,13
081706C0900,8,13
081706C1000,8,13
081707B0100,8,13
081707C0100,8,13
081707C0200,8,13
081708B0100,8,13
081709B0100,8,4
081710B0100,8,13
081711B0100,8,4
081711C0100,8,4
081712B0100,8,13
081712C0100,8,13
081713B0100,8,13
081714B0100,8,4
081715B0100,8,13
081716B0100,8,4
081716C0100,8,4
081717B0100,8,4
081717C0100,8,4
081718B0100,8,4
081719B0100,8,13
081720B0100,8,13
081720C0100,8,13
081721B0100,8,13
081722B0100,8,4
081723B0100,8,4
081724B0100,8,4
081724C0100,8,4
081725B0100,8,13
081726B0100,8,4
081726C0100,8,4
081727B0100,8,4
081728B0100,8,4
081729B0100,8,13
081729C0100,8,13
081730B0100,8,13
081731B0100,8,4
081732B0100,8,13
081732C0100,8,13
081732C0200,8,13
081732C0300,8,13
081733B0100,8,13
081733C0100,8,13
081733C0200,8,13
081734B0100,8,13
081734C0100,8,13
081734C0200,8,13
081734C0300,8,13
081734C0400,8,13
081734C0500,8,13
081734C0600,8,13
081734C0700,8,13
081735B0100,8,13
081736B0100,8,13
081736C0100,8,13
081737B0100,8,11
081738B0100,8,13
081739B0100,8,4
081740B0100,8,13
081741B0100,8,4
081742B0100,8,4
081743B0100,8,13
081743C0100,8,13
081743C0200,8,13
081743C0300,8,13
081743C0400,8,13
081744B0100,8,4
081744C0100,8,4
081745B0100,8,13
081745C0100,8,13
081745C0200,8,13
081746B0100,8,4
081746C0100,8,4
081746S0100,8,4
081747B0100,8,4
081747C0100,8,4
081748B0100,8,13
081749B0100,8,13
081749C0100,8,13
081749C0200,8,13
081750B0100,8,4
081750C0100,8,4
081751B0100,8,4
081753B0100,8,4
081753C0100,8,4
081754B0100,8,13
081754C0100,8,13
081754C0200,8,13
081754C0300,8,13
081754C0400,8,13
081754C0500,8,13
081755B0100,8,13
081755C0100,8,13
081755C0200,8,13
081755C0300,8,13
081756B0100,8,13
081756C0100,8,13
081756C0200,8,13
081756C0300,8,13
081756C0400,8,13
081757B0100,8,13
081757C0100,8,13
081757C0200,8,13
081758B0100,8,13
081758C0100,8,13
081758C0200,8,13
081758C0300,8,13
081758C0400,8,13
081758C0500,8,13
081758C0600,8,13
081758C0700,8,13
081758C0800,8,13
081759B0100,8,4
081760B0100,8,4
081760C0100,8,4
081761B0100,8,4
081762B0100,8,4
081763B0100,8,13
081763C0100,8,13
081763C0200,8,13
081764B0100,8,13
081764C0100,8,13
081765B0100,8,13
081766B0100,8,4
081766C0100,8,4
081767B0100,8,4
081767C0100,8,4
081768B0100,8,13
081769B0100,8,4
081769C0100,8,4
081770B0100,8,4
081771B0100,8,4
081772B0100,8,13
081772C0100,8,13
081772C0200,8,13
081772C0300,8,13
081772C0400,8,13
081772C0500,8,13
081772C0600,8,13
081772C0700,8,13
081772C0800,8,13
081772C0900,8,13
081772C1000,8,13
081772C1100,8,13
081772C1200,8,13
081773B0100,8,4
081773C0100,8,4
081774B0100,8,4
081774C0100,8,4
081775B0100,8,4
081775C0100,8,4
081776B0100,8,13
081777B0100,8,4
081778B0100,8,4
081778C0100,8,4
081779B0100,8,13
081779C0100,8,13
081780B0100,8,4
081781B0100,8,4
081782B0100,8,13
081783B0100,8,4
081783C0100,8,4
081784B0100,8,4
081784C0100,8,4
081785B0100,8,13
081786B0100,8,13
081787B0100,8,4
081787C0100,8,4
081788B0100,8,4
081789B0100,8,4
081790B0100,8,4
081790C0100,8,4
081791B0100,8,13
081792B0100,8,4
081793B0100,8,4
081793C0100,8,4
081794B0100,8,13
081794C0100,8,13
081795B0100,8,13
081795C0100,8,13
081796B0100,8,4
081796C0100,8,4
081797B0100,8,13
081798B0100,8,13
081799B0100,8,4
081799C0100,8,4
081800B0100,8,13
081801B0100,8,4
081802B0100,8,4
081803B0100,8,13
081804B0100,8,4
081805B0100,8,13
081806B0100,8,10
081807B0100,8,1
081807C0100,8,1
081808B0100,8,1
081808C0100,8,1
081809B0100,8,10
081810B0100,8,10
081811B0100,8,4
081811C0100,8,4
081812B0100,8,1
081812C0100,8,1
081813B0100,8,10
081814B0100,8,1
081814C0100,8,1
081815B0100,8,1
081815C0100,8,1
081816B0100,8,1
081817B0100,8,12
081818B0100,8,12
081819B0100,8,12
081820B0100,8,12
081821B0100,8,3
081821C0100,8,3
081822B0100,8,10
081823B0100,8,10
081824B0100,8,10
081825B0100,8,1
081825C0100,8,1
081826B0100,8,10
081826C0100,8,10
081826C0200,8,10
081826C0300,8,10
081826C0400,8,10
081827B0100,8,11
081827C0100,8,11
081827C0200,8,11
081827C0300,8,11
081827C0400,8,11
081827C0500,8,11
081827C0600,8,11
081827C0700,8,11
081828B0100,8,2
081828C0100,8,2
081829B0100,8,2
081829C0100,8,2
081830B0100,8,2
081830C0100,8,2
081831B0100,8,10
081832B0100,8,1
081832C0100,8,1
081833B0100,8,1
081834B0100,8,1
081834C0100,8,1
081835B0100,8,12
081836B0100,8,12
081837B0100,8,12
081837C0100,8,12
081838B0100,8,12
081838C0100,8,12
081839B0100,8,12
081840B0100,8,12
081841B0100,8,10
081842B0100,8,10
081843B0100,8,10
081844B0100,8,1
081844C0100,8,1
081845B0100,8,1
081845C0100,8,1
081846B0100,8,1
081846C0100,8,1
081847B0100,8,10
081848B0100,8,1
081849B0100,8,10
081850B0100,8,3
081851B0100,8,12
081851C0100,8,12
081851C0200,8,12
081851C0300,8,12
081852B0100,8,10
081853B0100,8,10
081854B0100,8,1
081854C0100,8,1
081855B0100,8,1
081855C0100,8,1
081856B0100,8,1
081857B0100,8,11
081857C0100,8,11
081858B0100,8,11
081858C0100,8,11
081858C0200,8,11
081859B0100,8,11
081860B0100,8,11
081860C0100,8,11
081861B0100,8,2
081862B0100,8,2
081863B0100,8,11
081864B0100,8,2
081865B0100,8,11
081866B0100,8,10
081867B0100,8,1
081868B0100,8,10
081868C0100,8,10
081869B0100,8,1
081869C0100,8,1
081870B0100,8,10
081871B0100,8,11
081871C0100,8,11
081871C0200,8,11
081872B0100,8,11
081873B0100,8,2
081874B0100,8,2
081875B0100,8,2
081876B0100,8,2
081877B0100,8,10
081877C0100,8,10
081877C0200,8,10
081877C0300,8,10
081878B0100,8,10
081878C0100,8,10
081878C0200,8,10
081878C0300,8,10
081879B0100,8,10
081879C0100,8,10
081879C0200,8,10
081880B0100,8,1
081880C0100,8,1
081881B0100,8,10
081882B0100,8,10
081883B0100,8,1
081883C0100,8,1
081884B0100,8,3
081885B0100,8,11
081885C0100,8,11
081885C0200,8,11
081885C0300,8,11
081885C0400,8,11
081885C0500,8,11
081885C0600,8,11
081885C0700,8,11
081885C0800,8,11
081885C0900,8,11
081885C1000,8,11
081886B0100,8,2
081886C0100,8,2
081888B0100,8,11
081888C0100,8,11
081888C0200,8,11
081888C0300,8,11
081889B0100,8,11
081889C0100,8,11
081889C0200,8,11
081889C0300,8,11
081889C0400,8,11
081889C0500,8,11
081889C0600,8,11
081889C0700,8,11
081890B0100,8,3
081891B0100,8,10
081891C0100,8,10
081892B0100,8,10
081892C0100,8,10
081892C0200,8,10
081893B0100,8,10
081894B0100,8,10
081895B0100,8,12
081896B0100,8,12
081897B0100,8,12
081898B0100,8,10
081898S0100,8,1
081899B0100,8,10
081900B0100,8,10
081901B0100,8,1
081901C0100,8,1
081902B0100,8,1
081902C0100,8,1
081903B0100,8,1
081903C0100,8,1
081904B0100,8,1
081904C0100,8,1
081905B0100,8,1
081906B0100,8,1
081906C0100,8,1
081907B0100,8,10
081907C0100,8,10
081908B0100,8,10
081908C0100,8,10
081909B0100,8,10
081910B0100,8,10
081911B0100,8,3
081911C0100,8,3
081912B0100,8,1
081912C0100,8,1
081914B0100,8,12
081914C0100,8,12
081914C0200,8,12
081914C0300,8,12
081914C0400,8,12
081914C0500,8,12
081914C0600,8,12
081914C0700,8,12
081915B0100,8,3
081916B0100,8,11
081916C0100,8,11
081916C0200,8,11
081916C0300,8,11
081916C0400,8,11
081916C0500,8,11
081916C0600,8,11
081916C0700,8,11
081916C0800,8,11
081916C0900,8,11
081916C1000,8,11
081916C1100,8,11
081916C1200,8,11
081916C1300,8,11
081916C1400,8,11
081917B0100,8,1
081917C0100,8,1
081918B0100,8,1
081918C0100,8,1
081919B0100,8,10
081919C0100,8,10
081919C0200,8,10
081919S0100,8,1
081920B0100,8,1
081920C0100,8,1
081921B0100,8,1
081921C0100,8,1
081922B0100,8,1
081922C0100,8,1
081923B0100,8,1
081923C0100,8,1
081924B0100,8,1
081924C0100,8,1
081925B0100,8,1
081925C0100,8,1
081926B0100,8,1
081926C0100,8,1
081927B0100,8,1
081927C0100,8,1
081928B0100,8,10
081928C0100,8,10
081929B0100,8,10
081929C0100,8,10
081929C0200,8,10
081929C0300,8,10
081930B0100,8,10
081930C0100,8,10
081930C0200,8,10
081930C0300,8,10
081931B0100,8,10
081932B0100,8,1
081932C0100,8,1
081932C0200,8,1
081933B0100,8,11
081933C0100,8,11
081933C0200,8,11
081933C0300,8,11
081933C0400,8,11
081933S0100,8,2
081934B0100,8,2
081934C0100,8,2
081935B0100,8,2
081935C0100,8,2
081936B0100,8,11
081936C0100,8,11
081936C0200,8,11
081936C0300,8,11
081936C0400,8,11
081937B0100,8,2
081938B0100,8,11
081939B0100,8,11
081939C0100,8,11
081939C0200,8,11
081940B0100,8,11
081940C0100,8,11
081940C0200,8,11
081940C0300,8,11
081940C0400,8,11
081940C0500,8,11
081942B0100,8,11
081942C0100,8,11
081942C0200,8,11
081943B0100,8,11
081943C0100,8,11
081943E0100,8,2
081944B0100,8,11
081945B0100,8,11
081945C0100,8,11
081945E0100,8,11
081945E0101,8,11
081945E0102,8,11
081945E0103,8,11
081945E0104,8,11
081945E0105,8,11
081945E0106,8,11
081945E0107,8,11
081945E0108,8,11
081945E0109,8,11
081946B0100,8,4
081946C0100,8,4
081947B0100,8,4
081947C0100,8,4
081948B0100,8,4
081948C0100,8,4
081949B0100,8,4
081949C0100,8,4
081950B0100,8,13
081950C0100,8,13
081951B0100,8,12
081952B0100,8,3
081953B0100,8,12
081954B0100,8,3
081955B0100,8,3
081956B0100,8,12
081957B0100,8,3
081958B0100,8,3
081959B0100,8,3
081960B0100,8,3
081961B0100,8,3
081962B0100,8,3
081963B0100,8,4
081964B0100,8,4
081965B0100,8,4
081966B0100,8,4
081967B0100,8,4
081968B0100,8,4
081969B0100,8,4
081970B0100,8,4
081971B0100,8,3
081972B0100,8,3
081973B0100,8,12
081974B0100,8,12
081974C0100,8,12
081975B0100,8,12
081976B0100,8,12
081977B0100,8,12
081978B0100,8,3
081978C0100,8,3
081979B0100,8,12
081980B0100,8,3
081981B0100,8,3
081982B0100,8,3
081983B0100,8,3
081984B0100,8,3
081985B0100,8,13
081986B0100,8,4
081986C0100,8,4
081987B0100,8,13
081988B0100,8,13
081989B0100,8,4
081990B0100,8,4
081991B0100,8,13
081992B0100,8,13
081993B0100,8,4
081993C0100,8,4
081994B0100,8,4
081994C0100,8,4
081995B0100,8,12
081996B0100,8,3
081997B0100,8,3
081998B0100,8,3
081999B0100,8,3
082000B0100,8,3
082000C0100,8,3
082001B0100,8,12
082002B0100,8,12
082003B0100,8,12
082004B0100,8,3
082005B0100,8,12
082006B0100,8,12
082007B0100,8,3
082007C0100,8,3
082008B0100,8,12
082008C0100,8,12
082008C0200,8,12
082009B0100,8,12
082010B0100,8,3
082010C0100,8,3
082011B0100,8,12
082012B0100,8,3
082012C0100,8,3
082013B0100,8,12
082014B0100,8,12
082015B0100,8,12
082016B0100,8,12
082017B0100,8,3
082017C0100,8,3
082018B0100,8,12
082019B0100,8,12
082020B0100,8,12
082021B0100,8,3
082022B0100,8,12
082023B0100,8,13
082024B0100,8,13
082025B0100,8,13
082026B0100,8,13
082027B0100,8,13
082028B0100,8,4
082028C0100,8,4
082029B0100,8,4
082029C0100,8,4
082030B0100,8,4
082030C0100,8,4
082031B0100,8,4
082031C0100,8,4
082032B0100,8,4
082033B0100,8,13
082034B0100,8,13
082035B0100,8,4
082036B0100,8,13
082037B0100,8,13
082038B0100,8,12
082038C0100,8,12
082039B0100,8,12
082040B0100,8,12
082041B0100,8,3
082041C0100,8,3
082042B0100,8,3
082042C0100,8,3
082043B0100,8,3
082044B0100,8,12
082045B0100,8,12
082046B0100,8,3
082047B0100,8,12
082048B0100,8,3
082048C0100,8,3
082049B0100,8,12
082050B0100,8,3
082051B0100,8,12
082052B0100,8,12
082052C0100,8,12
082053B0100,8,12
082053C0100,8,12
082054B0100,8,12
082054C0100,8,12
082054C0200,8,12
082054C0300,8,12
082055B0100,8,12
082055C0100,8,12
082055C0200,8,12
082055C0300,8,12
082055C0400,8,12
082056B0100,8,12
082056C0100,8,12
082056C0200,8,12
082057B0100,8,12
082057C0100,8,12
082057C0200,8,12
082057C0300,8,12
082058B0100,8,3
082058C0100,8,3
082059B0100,8,3
082060B0100,8,3
082060C0100,8,3
082061B0100,8,3
082061C0100,8,3
082062B0100,8,12
082063B0100,8,3
082064B0100,8,12
082065B0100,8,12
082065C0100,8,12
082065C0200,8,12
082065C0300,8,12
082066B0100,8,12
082067B0100,8,12
082068B0100,8,4
082068C0100,8,4
082069B0100,8,4
082069C0100,8,4
082070B0100,8,4
082070C0100,8,4
082071B0100,8,4
082072B0100,8,4
082073B0100,8,13
082074B0100,8,4
082074C0100,8,4
082075B0100,8,13
082076B0100,8,13
082077B0100,8,4
082077C0100,8,4
082078B0100,8,13
082078C0100,8,13
082079B0100,8,4
082079C0100,8,4
082080B0100,8,4
082081B0100,8,4
082081C0100,8,4
082082B0100,8,4
082082C0100,8,4
082083B0100,8,13
082084B0100,8,4
082085B0100,8,13
082086B0100,8,4
082086C0100,8,4
082087B0100,8,13
082088B0100,8,4
082089B0100,8,3
082089C0100,8,3
082090B0100,8,3
082090C0100,8,3
082091B0100,8,12
082092B0100,8,12
082093B0100,8,12
082094B0100,8,3
082094C0100,8,3
082095B0100,8,13
082096B0100,8,13
082097B0100,8,4
082097C0100,8,4
082098B0100,8,4
082098C0100,8,4
082099B0100,8,4
082100B0100,8,13
082101B0100,8,4
082101C0100,8,4
082102B0100,8,13
082102C0100,8,13
082103B0100,8,13
082103C0100,8,13
082104B0100,8,13
082104C0100,8,13
082105B0100,8,13
082105C0100,8,13
082106B0100,8,13
082106C0100,8,13
082107B0100,8,13
082107C0100,8,13
082108B0100,8,4
082108C0100,8,4
082109B0100,8,13
082109C0100,8,13
082110B0100,8,4
082111B0100,8,4
082111C0100,8,4
082112B0100,8,4
082112C0100,8,4
082113B0100,8,12
082114B0100,8,3
082114C0100,8,3
082115B0100,8,3
082116B0100,8,12
082117B0100,8,3
082118B0100,8,12
082119B0100,8,12
082119C0100,8,12
082119C0200,8,12
082120B0100,8,12
082120C0100,8,12
082120C0200,8,12
082120C0300,8,12
082120C0400,8,12
082120C0500,8,12
082120C0600,8,12
082120C0700,8,12
082121B0100,8,12
082121C0100,8,12
082122B0100,8,3
082123B0100,8,13
082123C0100,8,13
082124B0100,8,4
082125B0100,8,13
082126B0100,8,13
082127B0100,8,4
082127C0100,8,4
082128B0100,8,13
082129B0100,8,4
082129C0100,8,4
082130B0100,8,13
082130C0100,8,13
082130C0200,8,13
082131B0100,8,13
082131C0100,8,13
082131C0200,8,13
082131C0300,8,13
082132B0100,8,4
082132C0100,8,4
082133B0100,8,13
082133C0100,8,13
082134B0100,8,13
082134C0100,8,13
082135B0100,8,13
082135C0100,8,13
082136B0100,8,12
082137B0100,8,3
082137C0100,8,3
082138B0100,8,12
082139B0100,8,12
082140B0100,8,12
082140C0100,8,12
082140C0200,8,12
082140C0300,8,12
082141B0100,8,3
082141C0100,8,3
082142B0100,8,4
082142C0100,8,4
082143B0100,8,13
082144B0100,8,4
082145B0100,8,4
082145C0100,8,4
082146B0100,8,13
082147B0100,8,13
082148B0100,8,13
082149B0100,8,4
082149C0100,8,4
082150B0100,8,4
082151B0100,8,13
082152B0100,8,13
082152C0100,8,13
082153B0100,8,4
082153C0100,8,4
082154B0100,8,4
082154C0100,8,4
082155B0100,8,12
082155C0100,8,12
082155C0200,8,12
082155C0300,8,12
082155S0100,8,3
082156B0100,8,4
082156C0100,8,4
082157B0100,8,4
082158B0100,8,13
082158C0100,8,13
082159B0100,8,4
082159C0100,8,4
082160B0100,8,13
082161B0100,8,3
082161C0100,8,3
082162B0100,8,12
082163B0100,8,13
082164B0100,8,12
082165B0100,8,3
082165C0100,8,3
082166B0100,8,3
082166C0100,8,3
082167B0100,8,3
082167C0100,8,3
082168B0100,8,3
082169B0100,8,3
082170B0100,8,3
082171B0100,8,3
082171C0100,8,3
082172B0100,8,12
082172C0100,8,12
082172C0200,8,12
082173B0100,8,12
082173C0100,8,12
082174B0100,8,12
082174C0100,8,12
082175B0100,8,3
082176B0100,8,12
082177B0100,8,3
082177C0100,8,3
082178B0100,8,3
082178C0100,8,3
082179B0100,8,12
082179C0100,8,12
082180B0100,8,12
082180C0100,8,12
082181B0100,8,12
082182B0100,8,3
082182C0100,8,3
082183B0100,8,12
082184B0100,8,12
082185B0100,8,12
082186B0100,8,3
082186C0100,8,3
082187B0100,8,12
082187C0100,8,12
082188B0100,8,12
082188C0100,8,12
082188C0200,8,12
082188C0300,8,12
082188C0400,8,12
082188C0500,8,12
082188C0600,8,12
082188C0700,8,12
082189B0100,8,12
082189C0100,8,12
082189C0200,8,12
082190B0100,8,3
082191B0100,8,12
082191C0100,8,12
082191C0200,8,12
082192B0100,8,12
082192C0100,8,12
082192C0200,8,12
082193B0100,8,12
082193C0100,8,12
082194B0100,8,12
082195B0100,8,12
082195C0100,8,12
082195C0200,8,12
082195C0300,8,12
082195C0400,8,12
082195C0500,8,12
082195C0600,8,12
082196B0100,8,12
082196C0100,8,12
082196C0200,8,12
082197B0100,8,12
082197C0100,8,12
082197C0200,8,12
082197C0300,8,12
082199B0100,8,5
082199C0100,8,5
082200B0100,8,5
082200C0100,8,5
082201B0100,8,5
082203B0100,8,14
082203C0100,8,14
082204B0100,8,5
082205B0100,8,14
082206B0100,8,18
082206C0100,8,18
082207B0100,8,9
082207C0100,8,9
082208B0100,8,9
082209B0100,8,9
082211B0100,8,9
082212B0100,8,9
082214B0100,8,7
082214C0100,8,7
082215B0100,8,16
082215C0100,8,16
082216B0100,8,16
082217B0100,8,16
082218B0100,8,7
082218C0100,8,7
082219B0100,8,7
082220B0100,8,7
082221B0100,8,7
082222B0100,8,7
082223B0100,8,7
082224B0100,8,7
082225B0100,8,7
082225C0100,8,7
082226B0100,8,16
082226C0100,8,16
082226C0200,8,16
082227B0100,8,7
082227E0100,8,7
082228B0100,8,7
082229B0100,8,16
082230B0100,8,7
082230C0100,8,7
082231B0100,8,7
082232B0100,8,7
082233B0100,8,7
082234B0100,8,7
082235B0100,8,7
082236B0100,8,7
082236E0100,8,7
082237B0100,8,7
082238B0100,8,7
082239B0100,8,7
082240B0100,8,7
082241B0100,8,7
082242B0100,8,7
082243B0100,8,7
082244B0100,8,7
082245B0100,8,7
082245E0100,8,7
082246B0100,8,7
082247B0100,8,7
082248B0100,8,7
082249B0100,8,7
082250B0100,8,7
082251B0100,8,7
082251E0100,8,7
082252B0100,8,7
082254B0100,8,7
082255B0100,8,7
082255E0100,8,7
082256B0100,8,7
082256E0100,8,7
082257B0100,8,7
082258B0100,8,7
082259B0100,8,7
082260B0100,8,7
082261B0100,8,16
082262B0100,8,7
082263B0100,8,7
082265B0100,8,7
082266B0100,8,14
082267B0100,8,14
082268B0100,8,5
082269B0100,8,5
082270B0100,8,5
082271B0100,8,7
082272B0100,8,7
082272C0100,8,7
082273B0100,8,7
082274B0100,8,7
082275B0100,8,7
082276B0100,8,7
082277B0100,8,7
082278B0100,8,18
082278C0100,8,18
082278C0200,8,18
082279B0100,8,9
082279C0100,8,9
082280B0100,8,9
082281B0100,8,9
082282B0100,8,9
082283B0100,8,9
082286B0100,8,9
082287B0100,8,9
082288B0100,8,14
082288C0100,8,14
082288C0200,8,14
082288C0300,8,14
082289B0100,8,14
082289C0100,8,14
082290B0100,8,14
082290C0100,8,14
082290C0200,8,14
082291B0100,8,14
082291C0100,8,14
082291C0200,8,14
082291C0300,8,14
082292B0100,8,14
082292C0100,8,14
082292C0200,8,14
082293B0100,8,14
082294B0100,8,14
082294C0100,8,14
082295B0100,8,5
082296B0100,8,14
082297B0100,8,14
082298B0100,8,5
082299B0100,8,14
082300B0100,8,5
082300C0100,8,5
082301B0100,8,14
082302B0100,8,5
082302C0100,8,5
082302C0200,8,5
082302S0100,8,5
082303B0100,8,14
082303C0100,8,14
082304B0100,8,5
082304C0100,8,5
082305B0100,8,14
082305C0100,8,14
082306B0100,8,5
082307B0100,8,5
082307C0100,8,5
082308B0100,8,14
082308C0100,8,14
082309B0100,8,14
082309C0100,8,14
082310B0100,8,5
082311B0100,8,14
082311C0100,8,14
082312B0100,8,5
082312E0100,8,5
082313B0100,8,5
082314B0100,8,5
082314C0100,8,5
082315B0100,8,14
082316B0100,8,5
082316C0100,8,5
082317B0100,8,14
082318B0100,8,5
082318C0100,8,5
082319B0100,8,5
082319C0100,8,5
082320B0100,8,5
082321B0100,8,14
082321C0100,8,14
082322B0100,8,14
082322C0100,8,14
082322E0100,8,5
082323B0100,8,18
082323C0100,8,18
082324B0100,8,9
082325B0100,8,9
082325C0100,8,9
082326B0100,8,9
082327B0100,8,9
082328B0100,8,18
082329B0100,8,9
082329C0100,8,9
082329E0100,8,18
082330B0100,8,9
082331B0100,8,16
082331C0100,8,16
082332B0100,8,7
082333B0100,8,7
082333E0100,8,7
082334B0100,8,7
082335B0100,8,7
082335C0100,8,7
082336B0100,8,7
082337B0100,8,7
082338B0100,8,7
082339B0100,8,16
082340B0100,8,7
082341B0100,8,7
082342B0100,8,7
082342C0100,8,7
082343B0100,8,7
082343C0100,8,7
082344B0100,8,7
082345B0100,8,7
082346B0100,8,7
082347B0100,8,7
082348B0100,8,7
082349B0100,8,7
082349C0100,8,7
082350B0100,8,7
082350C0100,8,7
082351B0100,8,7
082351C0100,8,7
082352B0100,8,16
082353B0100,8,16
082354B0100,8,16
082354C0100,8,16
082355B0100,8,7
082356B0100,8,7
082357B0100,8,7
082358B0100,8,7
082358C0100,8,7
082359B0100,8,7
082360B0100,8,7
082361B0100,8,7
082362B0100,8,16
082362C0100,8,16
082363B0100,8,7
082364B0100,8,7
082365B0100,8,16
082366B0100,8,7
082367B0100,8,7
082368B0100,8,7
082371B0100,8,7
082374B0100,8,7
082375B0100,8,7
082378B0100,8,7
082379B0100,8,7
082380B0100,8,7
082381B0100,8,7
082381C0100,8,7
082382B0100,8,7
082384B0100,8,7
082385B0100,8,7
082386B0100,8,7
082387B0100,8,7
082388B0100,8,7
082389B0100,8,7
082390B0100,8,9
082390C0100,8,9
082390C0200,8,9
082392B0100,8,9
082392E0100,8,9
082393B0100,8,18
082395B0100,8,9
082396B0100,8,11
082396C0100,8,11
082397B0100,8,2
082397C0100,8,2
082398B0100,8,11
082398C0100,8,11
082398C0200,8,11
082398C0300,8,11
082398C0400,8,11
082398C0500,8,11
082398S0100,8,2
082399B0100,8,11
082400B0100,8,11
082401B0100,8,11
082402B0100,8,2
082403B0100,8,2
082404B0100,8,2
082405B0100,8,2
082406B0100,8,11
082407B0100,8,11
082407C0100,8,11
082408B0100,8,11
082409B0100,8,2
082410B0100,8,2
082411B0100,8,2
082412B0100,8,2
082413B0100,8,2
082414B0100,8,11
082414C0100,8,11
082415B0100,8,2
082415C0100,8,2
082416B0100,8,11
082416C0100,8,11
082417B0100,8,2
082418B0100,8,11
082419B0100,8,11
082420B0100,8,2
082421B0100,8,2
082422B0100,8,11
082423B0100,8,2
082424B0100,8,2
082425B0100,8,2
082426B0100,8,11
082427B0100,8,2
082428B0100,8,2
082429B0100,8,2
082429C0100,8,2
082430B0100,8,11
082430C0100,8,11
082430C0200,8,11
082430C0300,8,11
082430C0400,8,11
082431B0100,8,2
082431C0100,8,2
082432B0100,8,11
082433B0100,8,2
082434B0100,8,2
082435B0100,8,2
082436B0100,8,2
082437B0100,8,11
082438B0100,8,2
082438C0100,8,2
082439B0100,8,2
082439C0100,8,2
082440B0100,8,11
082440C0100,8,11
082440C0200,8,11
082440C0300,8,11
082441B0100,8,2
082442B0100,8,11
082443B0100,8,2
082444B0100,8,2
082444C0100,8,2
082445B0100,8,11
082446B0100,8,11
082446C0100,8,11
082446C0200,8,11
082447B0100,8,11
082448B0100,8,2
082448C0100,8,2
082448C0200,8,2
082449B0100,8,2
082450B0100,8,2
082450C0100,8,2
082451B0100,8,2
082452B0100,8,2
082452C0100,8,2
082453B0100,8,2
082454B0100,8,2
082454C0100,8,2
082455B0100,8,2
082455C0100,8,2
082456B0100,8,2
082457B0100,8,11
082458B0100,8,11
082459B0100,8,2
082460B0100,8,7
082461B0100,8,7
