state_abbr,indice_grupo,indice_votos,tam_ln,estratificacion_num,estrato_df,n,estrato_df_colapsado
ZAC,1,1,2,7,2.1.1.2,222,2.1.1.2
ZAC,1,1,1,4,1.1.1.1,224,1.1.1.1
ZAC,1,1,2,7,3.1.1.2,227,3.1.1.2
ZAC,1,2,2,4,3.1.2.2,246,3.1.2.2
ZAC,1,1,1,2,3.1.1.1,262,3.1.1.1
ZAC,1,1,1,5,4.1.1.1,262,4.1.1.1
ZAC,1,2,1,2,1.1.2.1,270,1.1.2.1
ZAC,1,2,1,6,3.1.2.1,273,3.1.2.1
ZAC,1,1,1,3,1.1.1.1,275,1.1.1.1
ZAC,1,1,1,5,1.1.1.1,278,1.1.1.1
ZAC,2,1,1,5,3.2.1.1,284,3.2.1.1
ZAC,1,1,2,3,2.1.1.2,292,2.1.1.2
ZAC,2,1,1,5,4.2.1.1,293,4.2.1.1
ZAC,2,1,1,8,2.2.1.1,296,2.2.1.1
ZAC,2,1,1,5,1.2.1.1,299,1.2.1.1
ZAC,1,1,2,3,1.1.1.2,302,1.1.1.2
ZAC,1,1,1,2,1.1.1.1,307,1.1.1.1
ZAC,2,1,1,7,2.2.1.1,308,2.2.1.1
ZAC,1,2,2,4,4.1.2.2,311,4.1.2.2
ZAC,1,1,2,3,3.1.1.2,313,3.1.1.2
ZAC,1,1,1,3,3.1.1.1,314,3.1.1.1
ZAC,2,1,1,6,2.2.1.1,331,2.2.1.1
ZAC,1,1,1,5,3.1.1.1,343,3.1.1.1
ZAC,1,1,2,3,4.1.1.2,347,4.1.1.2
ZAC,1,2,1,2,3.1.2.1,365,3.1.2.1
ZAC,1,1,1,5,2.1.1.1,371,2.1.1.1
ZAC,2,1,1,5,2.2.1.1,378,2.2.1.1
ZAC,1,2,1,2,4.1.2.1,412,4.1.2.1
ZAC,1,1,1,4,2.1.1.1,416,2.1.1.1
ZAC,1,1,1,3,2.1.1.1,457,2.1.1.1
ZAC,1,1,1,2,2.1.1.1,542,2.1.1.1
ZAC,1,1,1,1,4.1.1.1,555,4.1.1.1
ZAC,1,1,1,1,1.1.1.1,577,1.1.1.1
ZAC,1,1,1,1,3.1.1.1,627,3.1.1.1
ZAC,1,1,1,1,2.1.1.1,749,2.1.1.1
